src_iata,dst_iata,src_city,dst_city,distance_km,seats,load_factor,pax_onboard,avg_fare_inr,ancillary_inr,revenue_per_flight,fuel_liters_per_flight,fuel_cost_inr,fixed_cost_inr,total_cost_inr,margin_per_flight,margin_per_pax,fuel_cost_inr_shock,total_cost_inr_shock,margin_post_shock,margin_with_udan,margin_deficit
,,,,,,,,,,,,,,,,,,,,,207398.15016735304
,,,,,,,,,,,,,,,,,,,,,113329.41548603715
,,,,,,,,,,,,,,,,,,,,,255539.2267482254
,,,,,,,,,,,,,,,,,,,,,151104.3327473114
,,,,,,,,,,,,,,,,,,,,,164228.21920214716
,,,,,,,,,,,,,,,,,,,,,123163.15513378999
,,,,,,,,,,,,,,,,,,,,,225916.53341381776
,,,,,,,,,,,,,,,,,,,,,122183.60632005514
,,,,,,,,,,,,,,,,,,,,,200600.23647372407
,,,,,,,,,,,,,,,,,,,,,224307.902327621
,,,,,,,,,,,,,,,,,,,,,105793.86793636618
,,,,,,,,,,,,,,,,,,,,,214147.47410452238
,,,,,,,,,,,,,,,,,,,,,106918.6691071773
,,,,,,,,,,,,,,,,,,,,,103507.56482124788
,,,,,,,,,,,,,,,,,,,,,155700.71694347507
,,,,,,,,,,,,,,,,,,,,,207398.15016735304
,,,,,,,,,,,,,,,,,,,,,200600.23647372407
,,,,,,,,,,,,,,,,,,,,,160502.83223613823
,,,,,,,,,,,,,,,,,,,,,246696.92489717097
,,,,,,,,,,,,,,,,,,,,,104027.57859782688
