src_iata,dst_iata,src_city,dst_city,distance_km,seats,load_factor,pax_onboard,avg_fare_inr,ancillary_inr,revenue_per_flight,fuel_liters_per_flight,fuel_cost_inr,fixed_cost_inr,total_cost_inr,margin_per_flight,margin_per_pax,fuel_cost_inr_shock,total_cost_inr_shock,margin_post_shock,margin_with_udan
GOI,BOM,Goa,Mumbai,424.8,78,0.72,56,3000.0,400.0,190400.0,994.03,41106.106905196524,250000.0,291106.1069051965,-100706.1069051965,-1798.3233375927946,51382.63363149566,301382.63363149564,-110982.63363149564,-110149.30029816231
GOI,DEL,Goa,Delhi,1504.2,78,0.72,56,3000.0,400.0,190400.0,3519.83,145555.4744505879,250000.0,395555.4744505879,-205155.47445058788,-3663.490615189069,181944.34306323488,431944.3430632349,-241544.34306323488,-240711.00972990153
IDR,BOM,Indore,Mumbai,506.0,78,0.72,56,3000.0,400.0,190400.0,1184.04,48963.58743702795,250000.0,298963.58743702795,-108563.58743702795,-1938.6354899469277,61204.484296284936,311204.48429628497,-120804.48429628497,-119971.15096295164
IDR,DEL,Indore,Delhi,662.9,78,0.72,56,3000.0,400.0,190400.0,1551.19,64146.33559376659,250000.0,314146.3355937666,-123746.33559376659,-2209.755992745832,80182.91949220824,330182.9194922082,-139782.91949220822,-138949.58615887488
IDR,NAG,Indore,Nagpur,380.7,78,0.72,56,3000.0,400.0,190400.0,890.84,36838.89246343196,250000.0,286838.892463432,-96438.89246343198,-1722.1230797041426,46048.61557928995,296048.61557928997,-105648.61557928997,-104815.28224595664
IDR,RPR,Indore,Raipur,635.8,78,0.72,56,3000.0,400.0,190400.0,1487.77,61523.72933447103,250000.0,311523.72933447105,-121123.72933447105,-2162.9237381155544,76904.66166808878,326904.66166808875,-136504.66166808875,-135671.3283347554
IMF,CCU,Imphal,Kolkata,602.2,78,0.72,56,3000.0,400.0,190400.0,1409.15,58272.55771501634,250000.0,308272.55771501636,-117872.55771501636,-2104.8671020538636,72840.69714377042,322840.6971437704,-132440.6971437704,-131607.36381043706
IMF,GAU,Imphal,Guwahati,276.1,78,0.72,56,3000.0,400.0,190400.0,646.07,26716.922515658804,250000.0,276716.9225156588,-86316.92251565878,-1541.3736163510496,33396.1531445735,283396.1531445735,-92996.1531445735,-92162.81981124017
IMF,IXA,Imphal,Agartala,286.1,78,0.72,56,3000.0,400.0,190400.0,669.47,27684.582346430107,250000.0,277684.5823464301,-87284.5823464301,-1558.6532561862518,34605.72793303763,284605.7279330376,-94205.72793303762,-93372.39459970429
IXA,CCU,Agartala,Kolkata,316.6,78,0.72,56,3000.0,400.0,190400.0,740.84,30635.944830282584,250000.0,280635.9448302826,-90235.94483028259,-1611.3561576836178,38294.931037853225,288294.93103785324,-97894.93103785324,-97061.59770451991
IXA,GAU,Agartala,Guwahati,249.2,78,0.72,56,3000.0,400.0,190400.0,583.13,24114.165688789322,250000.0,274114.16568878933,-83714.16568878933,-1494.895815871238,30142.707110986652,280142.70711098664,-89742.70711098664,-88909.37377765331
IXA,IMF,Agartala,Imphal,286.1,78,0.72,56,3000.0,400.0,190400.0,669.47,27684.582346430107,250000.0,277684.5823464301,-87284.5823464301,-1558.6532561862518,34605.72793303763,284605.7279330376,-94205.72793303762,-93372.39459970429
IXB,CCU,Baghdogra,Kolkata,447.9,78,0.72,56,3000.0,400.0,190400.0,1048.09,43341.64923218356,250000.0,293341.6492321836,-102941.64923218358,-1838.2437362889925,54177.06154022945,304177.0615402295,-113777.06154022948,-112943.72820689615
IXB,DEL,Baghdogra,Delhi,1125.2,78,0.72,56,3000.0,400.0,190400.0,2632.97,108881.16686435549,250000.0,358881.1668643555,-168481.1668643555,-3008.5922654349197,136101.45858044436,386101.45858044433,-195701.45858044433,-194868.125247111
IXB,GAU,Baghdogra,Guwahati,330.7,78,0.72,56,3000.0,400.0,190400.0,773.84,32000.593309575448,250000.0,282000.59330957546,-91600.59330957546,-1635.724880528133,40000.74163696931,290000.7416369693,-99600.74163696932,-98767.408303636
IXC,BOM,Chandigarh,Mumbai,1347.2,78,0.72,56,3000.0,400.0,190400.0,3152.45,130363.21510747843,250000.0,380363.21510747843,-189963.21510747843,-3392.2002697764005,162954.01888434804,412954.01888434804,-222554.01888434804,-221720.6855510147
IXJ,DEL,Jammu,Delhi,507.0,78,0.72,56,3000.0,400.0,190400.0,1186.38,49060.353420105086,250000.0,299060.35342010506,-108660.35342010506,-1940.3634539304476,61325.44177513136,311325.4417751314,-120925.44177513139,-120092.10844179806
IXJ,SXR,Jammu,Srinagar,144.5,78,0.72,56,3000.0,400.0,190400.0,338.13,13982.684554645333,250000.0,263982.6845546453,-73582.68455464533,-1313.976509904381,17478.35569330667,267478.35569330666,-77078.35569330666,-76245.02235997333
IXR,BOM,Ranchi,Mumbai,1373.2,78,0.72,56,3000.0,400.0,190400.0,3213.29,132879.1306674838,250000.0,382879.1306674838,-192479.13066748378,-3437.127333347925,166098.91333435476,416098.91333435476,-225698.91333435476,-224865.58000102142
IXR,CCU,Ranchi,Kolkata,328.2,78,0.72,56,3000.0,400.0,190400.0,767.99,31758.67835188262,250000.0,281758.6783518826,-91358.67835188261,-1631.4049705693324,39698.34793985327,289698.34793985327,-99298.34793985327,-98465.01460651994
IXR,DEL,Ranchi,Delhi,1007.7,78,0.72,56,3000.0,400.0,190400.0,2358.02,97511.16385279268,250000.0,347511.1638527927,-157111.1638527927,-2805.556497371298,121888.95481599084,371888.9548159909,-181488.95481599087,-180655.62148265753
IXR,PAT,Ranchi,Patina,254.3,78,0.72,56,3000.0,400.0,190400.0,595.06,24607.5067905458,250000.0,274607.5067905458,-84207.50679054583,-1503.705478402604,30759.38348818225,280759.38348818227,-90359.38348818227,-89526.05015484894
JAI,AMD,Jaipur,Ahmedabad,525.5,78,0.72,56,3000.0,400.0,190400.0,1229.67,50850.524107032,250000.0,300850.524107032,-110450.52410703199,-1972.3307876255712,63563.155133789995,313563.15513379,-123163.15513378999,-122329.82180045666
JAI,BLR,Jaipur,Bangalore,1528.0,78,0.72,56,3000.0,400.0,190400.0,3575.52,147858.42214185515,250000.0,397858.4221418551,-207458.42214185512,-3704.6146811045555,184823.02767731895,434823.02767731895,-244423.02767731895,-243589.6943439856
JAI,BOM,Jaipur,Mumbai,911.3,78,0.72,56,3000.0,400.0,190400.0,2132.44,88182.75767222044,250000.0,338182.75767222047,-147782.75767222047,-2638.9778155753656,110228.44709027554,360228.4470902755,-169828.44709027553,-168995.11375694218
JAI,CCU,Jaipur,Kolkata,1356.7,78,0.72,56,3000.0,400.0,190400.0,3174.68,131282.49194671118,250000.0,381282.4919467112,-190882.4919467112,-3408.6159276198428,164103.11493338895,414103.11493338895,-223703.11493338895,-222869.7816000556
LKO,BLR,Lucknow,Bangalore,1544.1,78,0.72,56,3000.0,400.0,190400.0,3613.19,149416.18905746008,250000.0,399416.18905746005,-209016.18905746005,-3732.4319474546437,186770.2363218251,436770.23632182507,-246370.23632182507,-245536.90298849173
LKO,BOM,Lucknow,Mumbai,1183.6,78,0.72,56,3000.0,400.0,190400.0,2769.62,114532.05215815458,250000.0,364532.05215815455,-174132.05215815455,-3109.500931395617,143165.0651976932,393165.0651976932,-202765.06519769318,-201931.73186435984
LKO,DEL,Lucknow,Delhi,423.5,78,0.72,56,3000.0,400.0,190400.0,990.99,40980.3938331647,250000.0,290980.3938331647,-100580.39383316471,-1796.0784613065127,51225.49229145587,301225.49229145586,-110825.49229145586,-109992.15895812253
LKO,PAT,Lucknow,Patina,438.7,78,0.72,56,3000.0,400.0,190400.0,1026.56,42451.31948190552,250000.0,292451.31948190555,-102051.31948190555,-1822.3449907483134,53064.1493523819,303064.1493523819,-112664.14935238188,-111830.81601904855
MAA,AMD,Madras,Ahmedabad,1375.0,78,0.72,56,3000.0,400.0,190400.0,3217.5,133053.22673105422,250000.0,383053.22673105425,-192653.22673105425,-3440.236191625969,166316.53341381776,416316.53341381776,-225916.53341381776,-225083.2000804844
MAA,BLR,Madras,Bangalore,267.8,78,0.72,56,3000.0,400.0,190400.0,626.65,25913.847562087063,250000.0,275913.84756208706,-85513.84756208706,-1527.032992180126,32392.309452608828,282392.3094526088,-91992.30945260881,-91158.97611927548
MAA,BOM,Madras,Mumbai,1033.4,78,0.72,56,3000.0,400.0,190400.0,2418.16,99998.13232384337,250000.0,349998.13232384337,-159598.13232384337,-2849.96664864006,124997.66540480421,374997.6654048042,-184597.66540480423,-183764.33207147088
MAA,CCU,Madras,Kolkata,1385.7,78,0.72,56,3000.0,400.0,190400.0,3242.54,134088.70545594796,250000.0,384088.70545594796,-193688.70545594796,-3458.726883141928,167610.88181993493,417610.88181993493,-227210.88181993493,-226377.5484866016
MAA,CJB,Madras,Coimbatore,403.8,78,0.72,56,3000.0,400.0,190400.0,944.89,39074.02126057679,250000.0,289074.0212605768,-98674.02126057679,-1762.0360939388713,48842.526575720985,298842.526575721,-108442.52657572099,-107609.19324238766
MAA,COK,Madras,Kochi,517.7,78,0.72,56,3000.0,400.0,190400.0,1211.42,50095.83214499882,250000.0,300095.8321449988,-109695.83214499883,-1958.8541454464078,62619.79018124852,312619.7901812485,-122219.7901812485,-121386.45684791518
MAA,DEL,Madras,Delhi,1760.9,78,0.72,56,3000.0,400.0,190400.0,4120.51,170395.38501245572,250000.0,420395.38501245575,-229995.38501245575,-4107.060446650996,212994.23126556963,462994.23126556963,-272594.23126556963,-271760.8979322363
MAA,PNQ,Madras,Pune,912.9,78,0.72,56,3000.0,400.0,190400.0,2136.19,88337.83136304918,250000.0,338337.83136304916,-147937.83136304916,-2641.7469886258777,110422.28920381147,360422.28920381144,-170022.28920381144,-169188.9558704781
MAA,TRV,Madras,Trivandrum,614.2,78,0.72,56,3000.0,400.0,190400.0,1437.23,59433.749511941896,250000.0,309433.7495119419,-119033.74951194192,-2125.602669856106,74292.18688992737,324292.18688992737,-133892.18688992737,-133058.85355659403
MAA,VTZ,Madras,Vishakhapatnam,619.7,78,0.72,56,3000.0,400.0,190400.0,1450.1,59965.96241886611,250000.0,309965.9624188661,-119565.96241886611,-2135.1064717654663,74957.45302358264,324957.45302358264,-134557.45302358264,-133724.1196902493
NAG,BLR,Nagpur,Bangalore,889.3,78,0.72,56,3000.0,400.0,190400.0,2080.96,86053.90604452357,250000.0,336053.9060445236,-145653.90604452358,-2600.962607937921,107567.38255565446,357567.38255565445,-167167.38255565445,-166334.0492223211
NAG,BOM,Nagpur,Mumbai,682.6,78,0.72,56,3000.0,400.0,190400.0,1597.28,66052.29463651229,250000.0,316052.2946365123,-125652.29463651229,-2243.7909756520053,82565.36829564035,332565.36829564034,-142165.36829564034,-141332.034962307
NAG,CCU,Nagpur,Kolkata,985.2,78,0.72,56,3000.0,400.0,190400.0,2305.37,95333.92923355725,250000.0,345333.92923355725,-154933.92923355725,-2766.677307742094,119167.41154194655,369167.4115419466,-178767.41154194658,-177934.07820861324
NAG,DEL,Nagpur,Delhi,853.9,78,0.72,56,3000.0,400.0,190400.0,1998.13,82628.63836149848,250000.0,332628.6383614985,-142228.63836149848,-2539.797113598187,103285.7979518731,353285.7979518731,-162885.7979518731,-162052.46461853976
NAG,IDR,Nagpur,Indore,380.7,78,0.72,56,3000.0,400.0,190400.0,890.84,36838.89246343196,250000.0,286838.892463432,-96438.89246343198,-1722.1230797041426,46048.61557928995,296048.61557928997,-105648.61557928997,-104815.28224595664
NAG,PNQ,Nagpur,Pune,604.5,78,0.72,56,3000.0,400.0,190400.0,1414.53,58495.03677012529,250000.0,308495.03677012527,-118095.03677012527,-2108.8399423236656,73118.79596265662,323118.7959626566,-132718.79596265662,-131885.46262932327
PAT,CCU,Patina,Kolkata,472.0,78,0.72,56,3000.0,400.0,190400.0,1104.48,45673.544012405524,250000.0,295673.5440124055,-105273.5440124055,-1879.8847145072411,57091.9300155069,307091.9300155069,-116691.93001550692,-115858.5966821736
PAT,DEL,Patina,Delhi,856.7,78,0.72,56,3000.0,400.0,190400.0,2004.68,82899.500408146,250000.0,332899.500408146,-142499.500408146,-2544.63393585975,103624.37551018251,353624.3755101825,-163224.37551018252,-162391.04217684918
PAT,IXR,Patina,Ranchi,254.3,78,0.72,56,3000.0,400.0,190400.0,595.06,24607.5067905458,250000.0,274607.5067905458,-84207.50679054583,-1503.705478402604,30759.38348818225,280759.38348818227,-90359.38348818227,-89526.05015484894
PAT,LKO,Patina,Lucknow,438.7,78,0.72,56,3000.0,400.0,190400.0,1026.56,42451.31948190552,250000.0,292451.31948190555,-102051.31948190555,-1822.3449907483134,53064.1493523819,303064.1493523819,-112664.14935238188,-111830.81601904855
PNQ,AMD,Pune,Ahmedabad,517.4,78,0.72,56,3000.0,400.0,190400.0,1210.72,50066.88505604412,250000.0,300066.8850560441,-109666.88505604409,-1958.3372331436444,62583.60632005515,312583.60632005514,-122183.60632005514,-121350.27298672181
PNQ,BLR,Pune,Bangalore,722.7,78,0.72,56,3000.0,400.0,190400.0,1691.12,69932.85867581054,250000.0,319932.8586758105,-129532.85867581051,-2313.0867620680447,87416.07334476316,337416.07334476314,-147016.07334476314,-146182.7400114298
PNQ,CCU,Pune,Kolkata,1577.3,78,0.72,56,3000.0,400.0,190400.0,3690.88,152628.90240158924,250000.0,402628.9024015892,-212228.9024015892,-3789.8018285998073,190786.12800198657,440786.12800198654,-250386.12800198654,-249552.7946686532
PNQ,DEL,Pune,Delhi,1156.5,78,0.72,56,3000.0,400.0,190400.0,2706.21,111909.85942870124,250000.0,361909.8594287012,-171509.85942870122,-3062.6760612268076,139887.32428587653,389887.32428587653,-199487.32428587653,-198653.9909525432
PNQ,MAA,Pune,Madras,912.9,78,0.72,56,3000.0,400.0,190400.0,2136.19,88337.83136304918,250000.0,338337.83136304916,-147937.83136304916,-2641.7469886258777,110422.28920381147,360422.28920381144,-170022.28920381144,-169188.9558704781
PNQ,NAG,Pune,Nagpur,604.5,78,0.72,56,3000.0,400.0,190400.0,1414.53,58495.03677012529,250000.0,308495.03677012527,-118095.03677012527,-2108.8399423236656,73118.79596265662,323118.7959626566,-132718.79596265662,-131885.46262932327
RPR,CCU,Raipur,Kolkata,711.0,78,0.72,56,3000.0,400.0,190400.0,1663.74,68800.61396783967,250000.0,318800.6139678397,-128400.61396783969,-2292.868106568566,86000.7674597996,336000.7674597996,-145600.7674597996,-144767.43412646625
RPR,DEL,Raipur,Delhi,944.8,78,0.72,56,3000.0,400.0,190400.0,2210.83,91424.4181053043,250000.0,341424.4181053043,-151024.4181053043,-2696.864609023291,114280.52263163037,364280.52263163036,-173880.52263163036,-173047.18929829702
RPR,IDR,Raipur,Indore,635.8,78,0.72,56,3000.0,400.0,190400.0,1487.77,61523.72933447103,250000.0,311523.72933447105,-121123.72933447105,-2162.9237381155544,76904.66166808878,326904.66166808875,-136504.66166808875,-135671.3283347554
SXR,BOM,Srinagar,Mumbai,1667.3,78,0.72,56,3000.0,400.0,190400.0,3901.48,161337.840878531,250000.0,411337.840878531,-220937.840878531,-3945.3185871166247,201672.3010981637,451672.3010981637,-261272.3010981637,-260438.96776483036
SXR,DEL,Srinagar,Delhi,642.0,78,0.72,56,3000.0,400.0,190400.0,1502.28,62123.76113551768,250000.0,312123.7611355177,-121723.76113551768,-2173.6385917056728,77654.7014193971,327654.7014193971,-137254.70141939708,-136421.36808606374
SXR,IXJ,Srinagar,Jammu,144.5,78,0.72,56,3000.0,400.0,190400.0,338.13,13982.684554645333,250000.0,263982.6845546453,-73582.68455464533,-1313.976509904381,17478.35569330667,267478.35569330666,-77078.35569330666,-76245.02235997333
TRV,BLR,Trivandrum,Bangalore,531.3,78,0.72,56,3000.0,400.0,190400.0,1243.24,51411.684102910905,250000.0,301411.6841029109,-111011.68410291092,-1982.351501837695,64264.605128638636,314264.6051286386,-123864.60512863862,-123031.27179530529
TRV,BOM,Trivandrum,Mumbai,1257.7,78,0.72,56,3000.0,400.0,190400.0,2943.02,121702.65962207527,250000.0,371702.65962207527,-181302.65962207527,-3237.547493251344,152128.3245275941,402128.3245275941,-211728.3245275941,-210894.99119426074
TRV,COK,Trivandrum,Kochi,194.2,78,0.72,56,3000.0,400.0,190400.0,454.43,18792.036619547154,250000.0,268792.0366195472,-78392.03661954717,-1399.857796777628,23490.045774433944,273490.04577443394,-83090.04577443394,-82256.71244110061
TRV,MAA,Trivandrum,Madras,614.2,78,0.72,56,3000.0,400.0,190400.0,1437.23,59433.749511941896,250000.0,309433.7495119419,-119033.74951194192,-2125.602669856106,74292.18688992737,324292.18688992737,-133892.18688992737,-133058.85355659403
VNS,DEL,Varanasi,Delhi,667.0,78,0.72,56,3000.0,400.0,190400.0,1560.78,64542.91071244593,250000.0,314542.9107124459,-124142.91071244591,-2216.837691293677,80678.63839055742,330678.63839055743,-140278.63839055743,-139445.3050572241
VTZ,BBI,Vishakhapatnam,Bhubaneswar,391.2,78,0.72,56,3000.0,400.0,190400.0,915.41,37854.93528574183,250000.0,287854.9352857418,-97454.93528574181,-1740.2667015311038,47318.66910717729,297318.6691071773,-106918.6691071773,-106085.33577384397
VTZ,BLR,Vishakhapatnam,Bangalore,776.2,78,0.72,56,3000.0,400.0,190400.0,1816.31,75109.83877043701,250000.0,325109.838770437,-134709.838770437,-2405.532835186375,93887.29846304626,343887.29846304626,-153487.29846304626,-152653.96512971292
VTZ,MAA,Vishakhapatnam,Madras,619.7,78,0.72,56,3000.0,400.0,190400.0,1450.1,59965.96241886611,250000.0,309965.9624188661,-119565.96241886611,-2135.1064717654663,74957.45302358264,324957.45302358264,-134557.45302358264,-133724.1196902493
AJL,CCU,Aizwal,Kolkata,446.2,78,0.72,56,3000.0,400.0,190400.0,1044.11,43177.064354983995,250000.0,293177.064354984,-102777.06435498397,-1835.3047206247138,53971.330443729996,303971.33044373,-113571.33044373,-112737.99711039667
AJL,GAU,Aizwal,Guwahati,272.6,78,0.72,56,3000.0,400.0,190400.0,637.88,26378.241574888845,250000.0,276378.2415748888,-85978.24157488882,-1535.325742408729,32972.80196861106,282972.8019686111,-92572.80196861108,-91739.46863527775
ATQ,DEL,Amritsar,Delhi,413.9,78,0.72,56,3000.0,400.0,190400.0,968.53,40051.60580756113,250000.0,290051.60580756114,-99651.60580756114,-1779.492960849306,50064.50725945141,300064.50725945143,-109664.50725945143,-108831.1739261181
BHJ,BOM,Bhuj,Mumbai,572.6,78,0.72,56,3000.0,400.0,190400.0,1339.88,55408.036498027956,250000.0,305408.03649802797,-115008.03649802797,-2053.714937464785,69260.04562253493,319260.04562253493,-128860.04562253493,-128026.7122892016
BHO,BOM,Bhopal,Mumbai,657.7,78,0.72,56,3000.0,400.0,190400.0,1539.02,63643.06977579706,250000.0,313643.0697757971,-123243.06977579708,-2200.7691031392337,79553.83721974633,329553.8372197463,-139153.83721974632,-138320.50388641297
BHO,DEL,Bhopal,Delhi,587.5,78,0.72,56,3000.0,400.0,190400.0,1374.75,56850.015057814075,250000.0,306850.0150578141,-116450.01505781407,-2079.4645546038228,71062.5188222676,321062.5188222676,-130662.5188222676,-129829.18548893426
BHU,BOM,Bhaunagar,Mumbai,304.6,78,0.72,56,3000.0,400.0,190400.0,712.76,29474.753033357018,250000.0,279474.75303335703,-89074.75303335703,-1590.6205898813755,36843.44129169627,286843.4412916963,-96443.44129169628,-95610.10795836295
BLR,CJB,Bangalore,Coimbatore,251.6,78,0.72,56,3000.0,400.0,190400.0,588.74,24346.15593026911,250000.0,274346.1559302691,-83946.1559302691,-1499.0384987548055,30432.694912836385,280432.69491283636,-90032.69491283636,-89199.36157950303
BLR,IDR,Bangalore,Indore,1078.0,78,0.72,56,3000.0,400.0,190400.0,2522.52,104313.7297571465,250000.0,354313.7297571465,-163913.7297571465,-2927.030888520473,130392.16219643313,380392.1621964331,-189992.1621964331,-189158.82886309977
BLR,IXE,Bangalore,Mangalore,306.2,78,0.72,56,3000.0,400.0,190400.0,716.51,29629.82672418575,250000.0,279629.8267241857,-89229.82672418572,-1593.3897629318878,37037.283405232185,287037.2834052322,-96637.28340523219,-95803.95007189886
BOM,BHJ,Mumbai,Bhuj,572.6,78,0.72,56,3000.0,400.0,190400.0,1339.88,55408.036498027956,250000.0,305408.03649802797,-115008.03649802797,-2053.714937464785,69260.04562253493,319260.04562253493,-128860.04562253493,-128026.7122892016
BOM,BHO,Mumbai,Bhopal,657.7,78,0.72,56,3000.0,400.0,190400.0,1539.02,63643.06977579706,250000.0,313643.0697757971,-123243.06977579708,-2200.7691031392337,79553.83721974633,329553.8372197463,-139153.83721974632,-138320.50388641297
BOM,BHU,Mumbai,Bhaunagar,304.6,78,0.72,56,3000.0,400.0,190400.0,712.76,29474.753033357018,250000.0,279474.75303335703,-89074.75303335703,-1590.6205898813755,36843.44129169627,286843.4412916963,-96443.44129169628,-95610.10795836295
BOM,CCJ,Mumbai,Calicut,944.2,78,0.72,56,3000.0,400.0,190400.0,2209.43,91366.5239273949,250000.0,341366.5239273949,-150966.52392739488,-2695.8307844177657,114208.15490924362,364208.15490924363,-173808.15490924363,-172974.8215759103
BOM,DIU,Mumbai,Diu,272.1,78,0.72,56,3000.0,400.0,190400.0,636.71,26329.858583350284,250000.0,276329.85858335026,-85929.85858335026,-1534.461760416969,32912.32322918785,282912.32322918787,-92512.32322918787,-91678.98989585454
BOM,IXE,Mumbai,Mangalore,714.8,78,0.72,56,3000.0,400.0,190400.0,1672.63,69168.24199756433,250000.0,319168.2419975643,-128768.24199756433,-2299.432892813649,86460.30249695541,336460.3024969554,-146060.30249695538,-145226.96916362204
BOM,IXU,Mumbai,Aurangabad,278.9,78,0.72,56,3000.0,400.0,190400.0,652.63,26988.198092148534,250000.0,276988.1980921485,-86588.19809214852,-1546.2178230740808,33735.24761518567,283735.2476151857,-93335.24761518568,-92501.91428185235
BOM,JDH,Mumbai,Jodhpur,796.6,78,0.72,56,3000.0,400.0,190400.0,1864.04,77083.61670730515,250000.0,327083.61670730513,-136683.61670730513,-2440.778869773306,96354.52088413143,346354.52088413143,-155954.52088413143,-155121.1875507981
BOM,PNQ,Mumbai,Pune,124.2,78,0.72,56,3000.0,400.0,190400.0,290.63,12018.41780414803,250000.0,262018.41780414802,-71618.41780414802,-1278.9003179312147,15023.022255185037,265023.02225518506,-74623.02225518506,-73789.68892185173
BOM,RAJ,Mumbai,Rajkot,418.8,78,0.72,56,3000.0,400.0,190400.0,979.99,40525.511006733745,250000.0,290525.51100673375,-100125.51100673375,-1787.9555536916741,50656.88875841718,300656.88875841716,-110256.88875841716,-109423.55542508383
BOM,RPR,Mumbai,Raipur,954.7,78,0.72,56,3000.0,400.0,190400.0,2234.0,92382.56674970478,250000.0,342382.56674970477,-151982.56674970477,-2713.974406244728,115478.20843713096,365478.20843713096,-175078.20843713096,-174244.87510379762
BOM,UDR,Mumbai,Udaipur,623.9,78,0.72,56,3000.0,400.0,190400.0,1459.93,60372.4622537585,250000.0,310372.4622537585,-119972.46225375851,-2142.365397388545,75465.57781719812,325465.5778171981,-135065.57781719812,-134232.24448386478
BOM,VTZ,Mumbai,Vishakhapatnam,1103.0,78,0.72,56,3000.0,400.0,190400.0,2581.02,106732.87933407477,250000.0,356732.8793340748,-166332.8793340748,-2970.2299881084787,133416.09916759346,383416.09916759346,-193016.09916759346,-192182.76583426012
CCJ,BOM,Calicut,Mumbai,944.2,78,0.72,56,3000.0,400.0,190400.0,2209.43,91366.5239273949,250000.0,341366.5239273949,-150966.52392739488,-2695.8307844177657,114208.15490924362,364208.15490924363,-173808.15490924363,-172974.8215759103
CCU,AJL,Kolkata,Aizwal,446.2,78,0.72,56,3000.0,400.0,190400.0,1044.11,43177.064354983995,250000.0,293177.064354984,-102777.06435498397,-1835.3047206247138,53971.330443729996,303971.33044373,-113571.33044373,-112737.99711039667
CCU,IXS,Kolkata,Silchar,525.0,78,0.72,56,3000.0,400.0,190400.0,1228.5,50802.141115493425,250000.0,300802.14111549343,-110402.14111549343,-1971.4668056338112,63502.67639436678,313502.6763943668,-123102.67639436678,-122269.34306103345
CCU,IXZ,Kolkata,Port Blair,1306.1,78,0.72,56,3000.0,400.0,190400.0,3056.27,126385.88508510306,250000.0,376385.88508510304,-185985.88508510304,-3321.17651937684,157982.35635637882,407982.3563563788,-217582.35635637882,-216749.02302304548
CCU,VNS,Kolkata,Varanasi,646.9,78,0.72,56,3000.0,400.0,190400.0,1513.75,62598.0798645325,250000.0,312598.0798645325,-122198.07986453251,-2182.108569009509,78247.59983066563,328247.5998306656,-137847.59983066563,-137014.26649733228
CCU,VTZ,Kolkata,Vishakhapatnam,773.1,78,0.72,56,3000.0,400.0,190400.0,1809.05,74809.61610499259,250000.0,324809.6161049926,-134409.61610499257,-2400.1717161605816,93512.02013124072,343512.0201312407,-153112.02013124072,-152278.68679790737
CJB,BLR,Coimbatore,Bangalore,251.6,78,0.72,56,3000.0,400.0,190400.0,588.74,24346.15593026911,250000.0,274346.1559302691,-83946.1559302691,-1499.0384987548055,30432.694912836385,280432.69491283636,-90032.69491283636,-89199.36157950303
DED,DEL,Dehra Dun,Delhi,208.5,78,0.72,56,3000.0,400.0,190400.0,487.89,20175.707471581674,250000.0,270175.7074715817,-79775.7074715817,-1424.566204849673,25219.634339477092,275219.6343394771,-84819.63433947711,-83986.30100614378
DEL,ATQ,Delhi,Amritsar,413.9,78,0.72,56,3000.0,400.0,190400.0,968.53,40051.60580756113,250000.0,290051.60580756114,-99651.60580756114,-1779.492960849306,50064.50725945141,300064.50725945143,-109664.50725945143,-108831.1739261181
DEL,BHO,Delhi,Bhopal,587.5,78,0.72,56,3000.0,400.0,190400.0,1374.75,56850.015057814075,250000.0,306850.0150578141,-116450.01505781407,-2079.4645546038228,71062.5188222676,321062.5188222676,-130662.5188222676,-129829.18548893426
DEL,DED,Delhi,Dehra Dun,208.5,78,0.72,56,3000.0,400.0,190400.0,487.89,20175.707471581674,250000.0,270175.7074715817,-79775.7074715817,-1424.566204849673,25219.634339477092,275219.6343394771,-84819.63433947711,-83986.30100614378
DEL,GOP,Delhi,Gorakhpur,657.2,78,0.72,56,3000.0,400.0,190400.0,1537.85,63594.6867842585,250000.0,313594.6867842585,-123194.68678425852,-2199.9051211474734,79493.35848032312,329493.3584803231,-139093.3584803231,-138260.02514698976
DEL,IXC,Delhi,Chandigarh,236.3,78,0.72,56,3000.0,400.0,190400.0,552.94,22865.71909515746,250000.0,272865.71909515746,-82465.71909515746,-1472.6021266992404,28582.148868946824,278582.1488689468,-88182.14886894682,-87348.8155356135
DEL,IXL,Delhi,Leh,620.7,78,0.72,56,3000.0,400.0,190400.0,1452.44,60062.72840194325,250000.0,310062.7284019432,-119662.72840194323,-2136.8344357489864,75078.41050242906,325078.41050242906,-134678.41050242906,-133845.07716909572
DEL,JAI,Delhi,Jaipur,231.7,78,0.72,56,3000.0,400.0,190400.0,542.18,22420.76098493954,250000.0,272420.7609849395,-82020.76098493952,-1464.6564461596342,28025.951231174422,278025.9512311744,-87625.9512311744,-86792.61789784108
DEL,JDH,Delhi,Jodhpur,475.8,78,0.72,56,3000.0,400.0,190400.0,1113.37,46041.17204213017,250000.0,296041.17204213014,-105641.17204213014,-1886.449500752324,57551.46505266271,307551.4650526627,-117151.46505266271,-116318.13171932938
DEL,UDR,Delhi,Udaipur,542.6,78,0.72,56,3000.0,400.0,190400.0,1269.68,52505.05700571404,250000.0,302505.05700571404,-112105.05700571404,-2001.8760179591793,65631.32125714255,315631.3212571426,-125231.32125714258,-124397.98792380925
DIU,PBD,Diu,Porbandar,167.3,78,0.72,56,3000.0,400.0,190400.0,391.48,16188.866262835465,250000.0,266188.86626283545,-75788.86626283545,-1353.3726118363472,20236.08282854433,270236.0828285443,-79836.08282854431,-79002.74949521098
