date,price_inr_per_liter
2021-11-04,47.91660612720947
2021-11-05,48.804752985806026
2021-11-08,49.23799535585313
2021-11-09,50.23445280696146
2021-11-10,48.91306357831781
2021-11-11,48.63145603778718
2021-11-12,47.95993036421417
2021-11-15,47.87328189020476
2021-11-16,48.50148332677305
2021-11-17,47.11510774262233
2021-11-18,47.37505316465059
2021-11-19,45.27382766992214
2021-11-22,45.98867758049988
2021-11-23,47.54835011266943
2021-11-24,47.6133364681765
2021-11-29,42.56606285712776
2021-11-30,40.768107021432286
2021-12-01,40.724782784427575
2021-12-02,41.80788870954533
2021-12-03,41.9161993020571
2021-12-06,44.08241115229262
2021-12-07,45.23050343291744
2021-12-08,46.07532605450928
2021-12-09,45.55543521045277
2021-12-10,46.03200181750457
2021-12-13,45.55543521045277
2021-12-14,44.97055801088918
2021-12-15,45.447124617940986
2021-12-16,45.75039427697397
2021-12-17,44.94889589238682
2021-12-20,43.75747937475729
2021-12-21,45.36047614393157
2021-12-22,46.40025783204461
2021-12-23,47.05012138711527
2021-12-27,47.48336375716237
2021-12-28,47.76497129769298
2021-12-29,47.8516197717024
2021-12-30,47.93826824571183
2021-12-31,46.81183808358936
2022-01-03,47.54835011266943
2022-01-04,48.67478027479189
2022-01-05,49.02137417082957
2022-01-06,50.14780433295204
2022-01-07,50.45107399198502
2022-01-10,50.92764059903683
2022-01-11,52.61728584222052
2022-01-12,52.94221761975584
2022-01-13,52.94221761975584
2022-01-14,53.85202659685476
2022-01-18,55.41169912902432
2022-01-19,55.021780995981935
2022-01-20,53.80870235985006
2022-01-21,54.56687650743248
2022-01-24,53.44044634531002
2022-01-25,53.26714939729118
2022-01-26,55.54167184003847
2022-01-27,57.46960038674806
2022-01-28,56.16987327660676
2022-01-31,55.88826573607614
2022-02-01,55.84494149907143
2022-02-02,56.21319751361148
2022-02-03,57.447938268245714
2022-02-04,58.07613970481401
2022-02-07,59.18090774843412
2022-02-08,58.14112606032108
2022-02-09,58.639354785875234
2022-02-10,58.20611241582814
2022-02-11,60.653931806594265
2022-02-14,60.41564850306836
2022-02-15,58.16278817882343
2022-02-16,56.5381292911468
2022-02-17,55.974914210085565
2022-02-18,56.29984598762089
2022-02-22,56.90638530568683
2022-02-23,57.85951851979045
2022-02-24,58.94262444490821
2022-02-25,58.31442300833992
2022-02-28,61.86701044272615
2022-03-01,65.85284024715948
2022-03-02,73.28294689346728
2022-03-03,71.85324707231185
2022-03-04,77.72368118645008
2022-03-07,80.40978388074211
2022-03-08,88.81468585965588
2022-03-09,69.27545497053158
2022-03-10,67.52082337184083
2022-03-11,70.31523665864464
2022-03-14,66.50270380223013
2022-03-15,61.217146887655495
2022-03-16,63.98989805595695
2022-03-17,71.26836987274825
2022-03-18,73.04466358994138
2022-03-21,78.54684168953958
2022-03-22,77.72368118645008
2022-03-23,83.22585928604826
2022-03-24,85.82531350633089
2022-03-25,82.85760327150822
2022-03-28,75.40583450669807
2022-03-29,86.88675731294629
2022-03-30,86.64847400942037
2022-03-31,83.07422445653178
2022-04-01,78.52517957103721
2022-04-04,82.55433361247526
2022-04-05,78.61182804504664
2022-04-06,77.78866754195714
2022-04-07,72.9363529974296
2022-04-08,73.78117561902145
2022-04-11,72.41646215337308
2022-04-12,75.86073899524753
2022-04-13,80.66972930277038
2022-04-14,83.35583199706241
2022-04-18,83.35583199706241
2022-04-19,82.29438819044701
2022-04-20,84.54724851469193
2022-04-21,83.72408801160245
2022-04-22,84.07068190764011
2022-04-25,91.565774909455
2022-04-26,97.912775630645
2022-04-27,103.73988550777854
2022-04-28,109.7402923329309
2022-04-29,98.1077346971662
2022-05-02,96.74302123151784
2022-05-03,91.04588406539848
2022-05-04,93.71032464118812
2022-05-05,90.54765533984428
2022-05-06,90.00610237728543
2022-05-09,85.80365138782852
2022-05-10,89.31291458521005
2022-05-11,88.68471314864176
2022-05-12,86.84343307594158
2022-05-13,87.10337849796983
2022-05-16,82.90092750851295
2022-05-17,78.95842194108431
2022-05-18,75.21087544017688
2022-05-19,77.20379034239356
2022-05-20,75.90406323225226
2022-05-23,76.18567077278286
2022-05-24,78.76346287456312
2022-05-25,81.03798531731042
2022-05-26,82.81427903450353
2022-05-27,83.44248047107182
2022-05-31,82.64098208648468
2022-06-01,85.19711206976257
2022-06-02,87.77490417154283
2022-06-03,88.90133433366532
2022-06-06,89.94111602177836
2022-06-07,88.51141620062293
2022-06-08,88.38144348960878
2022-06-09,91.262505250422
2022-06-10,90.37435839182544
2022-06-13,88.35978137110642
2022-06-14,91.00255982839371
2022-06-15,93.55868981167164
2022-06-16,95.33498352886475
2022-06-17,91.19751889491494
2022-06-21,91.19751889491494
2022-06-22,90.80760076187256
2022-06-23,88.0781738305758
2022-06-24,92.12898999051622
2022-06-27,89.52953577023361
2022-06-28,87.51495874951458
2022-06-29,83.87572284111893
2022-06-30,81.29793073933867
2022-07-01,81.8611458203999
2022-07-05,73.88948621153322
2022-07-06,70.31523665864464
2022-07-07,75.81741475824283
2022-07-08,76.33730560229935
2022-07-11,78.13526143799483
2022-07-12,76.20733289128522
2022-07-13,77.59370847543595
2022-07-14,76.64057526133232
2022-07-15,76.72722373534174
2022-07-18,75.0592406106604
2022-07-19,74.6259982406133
2022-07-20,73.73785138201673
2022-07-21,73.19629841945786
2022-07-22,72.22150308685188
2022-07-25,72.41646215337308
2022-07-26,74.4310391740921
2022-07-27,77.658694830943
2022-07-28,76.27231924679229
2022-07-29,73.69452714501203
2022-08-01,70.29357454014229
2022-08-02,68.8855368374892
2022-08-03,69.10215802251275
2022-08-04,66.35106897271366
2022-08-05,64.29316771498992
2022-08-08,63.70829051542633
2022-08-09,66.67600075024897
2022-08-10,69.60038674806691
2022-08-11,70.77014114719408
2022-08-12,70.59684419917525
2022-08-15,69.53540039255985
2022-08-16,69.55706251106221
2022-08-17,71.89657130931656
2022-08-18,72.9363529974296
2022-08-19,73.997796804045
2022-08-22,75.57913145471692
2022-08-23,76.98716915737
2022-08-24,81.57953827986928
2022-08-25,79.95487939219265
2022-08-26,81.29793073933867
2022-08-29,79.08839465209844
2022-08-30,76.83553432785352
2022-08-31,74.12776951505914
2022-09-01,70.83512750270116
2022-09-02,72.654745456899
2022-09-06,71.61496376878594
2022-09-07,71.87490919081421
2022-09-08,71.67995012429301
2022-09-09,72.54643486438721
2022-09-12,73.21796053796021
2022-09-13,72.09153037583775
2022-09-14,68.12736268990678
2022-09-15,64.29316771498992
2022-09-16,63.72995263392869
2022-09-19,66.19943414319717
2022-09-20,69.14548225951746
2022-09-21,69.31877920753631
2022-09-22,70.40188513265406
2022-09-23,67.41251277932905
2022-09-26,66.11278566918774
2022-09-27,70.27191242163993
2022-09-28,74.58267400360859
2022-09-29,81.2762686208363
2022-09-30,76.29398136529464
2022-10-03,71.96155766482363
2022-10-04,74.51768764810153
2022-10-05,78.8717734670749
2022-10-06,82.38103666445643
2022-10-07,85.08880147725081
2022-10-11,78.56850380804192
2022-10-12,78.48185533403252
2022-10-13,82.53267149397291
2022-10-14,79.00174617808902
2022-10-17,80.38812176223975
2022-10-18,75.90406323225226
2022-10-19,73.8028377375238
2022-10-20,71.09507292472941
2022-10-21,73.4129196044814
2022-10-24,81.21128226532925
2022-10-25,81.53621404286457
2022-10-26,86.930081549951
2022-10-27,88.79302374115353
2022-10-28,94.55514726278
2022-10-31,90.61264169535134
2022-11-01,71.67995012429301
2022-11-02,73.02300147143902
2022-11-03,78.09193720099012
2022-11-04,77.89697813446892
2022-11-07,74.71264671462272
2022-11-08,72.95801511593196
2022-11-09,68.86387471898684
2022-11-10,67.06591888329137
2022-11-14,68.04071421589735
2022-11-15,70.22858818463521
2022-11-16,70.01196699961167
2022-11-17,67.95406574188793
2022-11-18,68.12736268990678
2022-11-21,67.69412031985966
2022-11-22,65.74452965464772
2022-11-23,62.235266457266185
2022-11-25,60.6322696880919
2022-11-28,58.92096232640586
2022-11-29,61.73703773171202
2022-11-30,63.5783178044122
2022-12-01,61.75869985021438
2022-12-02,60.653931806594265
2022-12-05,56.92804742418919
2022-12-06,55.45502336602904
2022-12-07,52.81224490874172
2022-12-08,57.36128979423629
2022-12-09,56.06156268409499
2022-12-12,59.20256986693647
2022-12-13,62.25692857576855
2022-12-14,66.06946143218303
2022-12-15,65.74452965464772
2022-12-16,62.45188764228974
2022-12-19,60.69725604359897
2022-12-20,59.70079859249064
2022-12-21,63.16673755286745
2022-12-22,63.5783178044122
2022-12-23,66.04779931368068
2022-12-27,71.26836987274825
2022-12-28,71.65828800579065
2022-12-29,72.67640757540134
2022-12-30,72.19984096834953
2023-01-03,67.30420218681728
2023-01-04,66.67600075024897
2023-01-05,66.95760829077959
2023-01-06,69.1238201410151
2023-01-09,73.65120290800732
2023-01-10,71.80992283530713
2023-01-11,75.18921332167453
2023-01-12,75.88240111374989
2023-01-13,82.6843063234894
2023-01-17,77.26877669790062
2023-01-18,77.07381763137943
2023-01-19,78.0486129639854
2023-01-20,84.82885605522256
2023-01-23,83.1608729305412
2023-01-24,80.90801260629628
2023-01-25,82.22940183493992
2023-01-26,86.47517706140154
2023-01-27,82.05610488692109
2023-01-30,78.63349016354898
2023-01-31,74.45270129259445
2023-02-01,64.22818135948285
2023-02-02,59.635812236983575
2023-02-03,55.82327938056908
2023-02-06,58.2710987713352
2023-02-07,62.36523916828031
2023-02-08,62.51687399779681
2023-02-09,60.69725604359897
2023-02-10,60.56728333258484
2023-02-13,60.80556663611075
2023-02-14,61.58540290219553
2023-02-15,58.33608512684227
2023-02-16,56.92804742418919
2023-02-17,55.0434431144843
2023-02-21,56.32150810612325
2023-02-22,60.220689436547154
2023-02-23,59.91741977751419
2023-02-24,64.054884411464
2023-02-27,66.48104168372778
2023-02-28,64.40147830750169
2023-03-01,65.33294940310296
2023-03-02,63.05842696035568
2023-03-03,64.70474796653467
2023-03-06,63.44834509339807
2023-03-07,61.34711959866962
2023-03-08,60.653931806594265
2023-03-09,59.115921392927056
2023-03-10,60.17736519954245
2023-03-13,60.06905460703068
2023-03-14,57.27464132022687
2023-03-15,54.78349769245603
2023-03-16,55.584996077043165
2023-03-17,54.15529625588773
2023-03-20,54.09030990038067
2023-03-21,54.198620492892445
2023-03-22,54.30693108540422
2023-03-23,53.65706753033356
2023-03-24,54.76183557395368
2023-03-27,59.05093503741999
2023-03-28,58.37940936384697
2023-03-29,55.82327938056908
2023-03-30,55.584996077043165
2023-03-31,55.0434431144843
2023-04-03,55.73663090655966
2023-04-04,55.9099278545785
2023-04-05,56.06156268409499
2023-04-06,54.52355227042777
2023-04-10,54.80515981095839
2023-04-11,54.28526896690186
2023-04-12,54.87014616646545
2023-04-13,54.28526896690186
2023-04-14,52.27069194618284
2023-04-17,51.18758602106509
2023-04-18,50.03949374044026
2023-04-19,49.56292713338845
2023-04-20,48.37151061575892
2023-04-21,48.65311815628954
2023-04-24,49.259657474355485
2023-04-25,47.678322823683565
2023-04-26,46.40025783204461
2023-04-27,46.40025783204461
2023-04-28,46.768513846584646
2023-05-01,46.9851350316082
2023-05-02,45.5337730919504
2023-05-03,44.277370218813815
2023-05-04,44.40734292982794
2023-05-05,46.57355478006345
2023-05-08,47.93826824571183
2023-05-09,48.37151061575892
2023-05-10,48.82641510430837
2023-05-11,47.98159248271653
2023-05-12,46.63854113557052
2023-05-15,48.0465788382236
2023-05-16,47.28840469064117
2023-05-17,48.76142874880131
2023-05-18,48.4798212082707
2023-05-19,47.52668799416707
2023-05-22,47.678322823683565
2023-05-23,46.9851350316082
2023-05-24,48.19821366774009
2023-05-25,46.5952168985658
2023-05-26,47.31006680914353
2023-05-30,45.707070039969246
2023-05-31,45.2954897884245
2023-06-01,46.89848655759878
2023-06-02,48.06824095672595
2023-06-05,48.19821366774009
2023-06-06,48.4798212082707
2023-06-07,50.01783162193792
2023-06-08,49.43295442237432
2023-06-09,48.69644239329425
2023-06-12,47.028459268612906
2023-06-13,48.804752985806026
2023-06-14,47.37505316465059
2023-06-15,49.71456196290494
2023-06-16,51.25257237657216
2023-06-20,49.04303628933193
2023-06-21,51.81578745763338
2023-06-22,49.73622408140729
2023-06-23,47.8516197717024
2023-06-26,48.804752985806026
2023-06-27,47.8516197717024
2023-06-28,47.74330917919063
2023-06-29,48.00325460121889
2023-06-30,48.65311815628954
2023-07-03,47.80829553469769
2023-07-05,50.12614221444969
2023-07-06,50.12614221444969
2023-07-07,51.38254508758628
2023-07-10,51.36088296908393
2023-07-11,51.859111694638095
2023-07-12,52.48731313120639
2023-07-13,52.33567830168991
2023-07-14,51.83744957613573
2023-07-17,51.62082839111219
2023-07-18,52.24902982768048
2023-07-19,53.02886609376528
2023-07-20,53.743716004342986
2023-07-21,55.30338853651256
2023-07-24,56.06156268409499
2023-07-25,56.38649446163032
2023-07-26,57.79453216428339
2023-07-27,59.35420469645297
2023-07-28,61.04384993963666
2023-07-31,61.95365891673557
2023-08-01,62.841805775332126
2023-08-02,61.975321035237926
2023-08-03,63.59997992291455
2023-08-04,62.7551573013227
2023-08-07,62.25692857576855
2023-08-08,63.231723908374526
2023-08-09,66.35106897271366
2023-08-10,65.13799033658177
2023-08-11,64.31482983349227
2023-08-14,63.5783178044122
2023-08-15,62.82014365682977
2023-08-16,62.43022552378738
2023-08-17,64.27150559648757
2023-08-18,67.28254006831492
2023-08-21,66.80597346126311
2023-08-22,66.17777202469482
2023-08-23,65.35461152160532
2023-08-24,66.00447507667597
2023-08-25,69.05883378550804
2023-08-28,66.61101439474191
2023-08-29,66.93594617227724
2023-08-30,64.054884411464
2023-08-31,65.1163282180794
2023-09-01,64.5964373740229
2023-09-05,66.87095981677018
2023-09-06,64.85638279605115
2023-09-07,65.54957058812651
2023-09-08,66.7626492242584
2023-09-11,68.12736268990678
2023-09-12,67.3908506608267
2023-09-13,70.1852639476305
2023-09-14,70.8134653841988
2023-09-15,68.10570057140441
2023-09-18,66.17777202469482
2023-09-19,67.95406574188793
2023-09-20,69.64371098507162
2023-09-21,69.44875191855043
2023-09-22,68.23567328241855
2023-09-25,66.5676901577372
2023-09-26,66.11278566918774
2023-09-27,67.80243091237143
2023-09-28,68.12736268990678
2023-09-29,68.4956187044468
2023-10-02,64.96469338856294
2023-10-03,64.50978890001348
2023-10-04,60.6322696880919
2023-10-05,57.53458674225513
2023-10-06,58.14112606032108
2023-10-10,61.99698315374029
2023-10-11,61.73703773171202
2023-10-12,61.73703773171202
2023-10-13,66.39439320971836
2023-10-16,65.39793575861003
2023-10-17,65.61455694363359
2023-10-18,61.84534832422379
2023-10-19,62.92845424934154
2023-10-20,63.94657381895224
2023-10-23,62.690170945815645
2023-10-24,61.19548476915314
2023-10-25,61.45543019118141
2023-10-26,62.01864527224264
2023-10-27,61.931996798233214
2023-10-30,61.82368620572144
2023-10-31,62.14861798325677
2023-11-01,62.278590694270896
2023-11-02,67.26087794981257
2023-11-03,61.45543019118141
2023-11-06,62.58186035330387
2023-11-07,60.827228754613095
2023-11-08,59.00761080041528
2023-11-09,57.72954580877632
2023-11-10,57.81619428278575
2023-11-13,60.41564850306836
2023-11-14,61.99698315374029
2023-11-15,61.19548476915314
2023-11-16,58.68267902287995
2023-11-17,56.55979140964915
2023-11-20,58.37940936384697
2023-11-21,58.53104419336346
2023-11-22,57.49126250525042
2023-11-24,56.3431702246256
2023-11-27,56.71142623916564
2023-11-28,57.664559453269256
2023-11-29,57.31796555723157
2023-11-30,53.635405411831215
2023-12-01,52.01074652415458
2023-12-04,52.01074652415458
2023-12-05,51.05761331005096
2023-12-06,49.88785891092378
2023-12-07,49.60625137039317
2023-12-08,49.80121043691436
2023-12-11,50.29943916246852
2023-12-12,46.616879017068165
2023-12-13,47.57001223117179
2023-12-14,50.92764059903683
2023-12-15,51.64249050961454
2023-12-18,53.13717668627704
2023-12-19,55.086767351489
2023-12-20,54.95679464047487
2023-12-21,55.0434431144843
2023-12-22,54.11197201888302
2023-12-26,54.2202826113948
2023-12-27,53.09385244927234
2023-12-28,51.66415262811689
2023-12-29,51.230910258069805
2024-01-02,50.53772246599444
2024-01-03,52.74725855323465
2024-01-04,52.66061007922524
2024-01-05,53.41878422680767
2024-01-08,53.57041905632415
2024-01-09,54.95679464047487
2024-01-10,55.41169912902432
2024-01-11,57.12300649071038
2024-01-12,56.23485963211383
2024-01-16,55.866603617573794
2024-01-17,55.99657632858792
2024-01-18,55.974914210085565
2024-01-19,55.62832031404788
2024-01-22,56.19153539510911
2024-01-23,56.84139895017977
2024-01-24,56.36483234312795
2024-01-25,58.50938207486112
2024-01-26,59.54916376297416
2024-01-29,60.350662147561295
2024-01-30,59.635812236983575
2024-01-31,58.48771995635876
2024-02-01,57.404614031241
2024-02-02,56.01823844709027
2024-02-05,57.16633072771509
2024-02-06,57.68622157177161
2024-02-07,59.65747435548592
2024-02-08,61.00052570263194
2024-02-09,62.14861798325677
2024-02-12,61.95365891673557
2024-02-13,60.41564850306836
2024-02-14,58.50938207486112
2024-02-15,58.74766537838702
2024-02-16,58.639354785875234
2024-02-20,56.99303377969625
2024-02-21,57.70788369027397
2024-02-22,58.40107148234934
2024-02-23,55.80161726206673
2024-02-26,57.23131708322216
2024-02-27,56.81973683167741
2024-02-28,54.87014616646545
2024-02-29,55.28172641801021
2024-03-01,56.51646717264445
2024-03-04,55.28172641801021
2024-03-05,54.393579559413645
2024-03-06,55.99657632858792
2024-03-07,56.68976412066328
2024-03-08,55.36837489201962
2024-03-11,56.06156268409499
2024-03-12,55.7149687880573
2024-03-13,57.27464132022687
2024-03-14,56.92804742418919
2024-03-15,57.51292462375277
2024-03-18,58.877638089401145
2024-03-19,57.85951851979045
2024-03-20,56.45148081713737
2024-03-21,56.49480505414208
2024-03-22,55.93158997308085
2024-03-25,55.95325209158321
2024-03-26,54.80515981095839
2024-03-27,54.67518709994426
2024-03-28,54.71851133694896
2024-04-01,55.95325209158321
2024-04-02,58.33608512684227
2024-04-03,59.029272918917634
2024-04-04,59.44085317046238
2024-04-05,59.00761080041528
2024-04-08,58.8559759708988
2024-04-09,57.79453216428339
2024-04-10,58.07613970481401
2024-04-11,57.07968225370566
2024-04-12,57.88118063829282
2024-04-15,58.2710987713352
2024-04-16,58.14112606032108
2024-04-17,56.51646717264445
2024-04-18,53.93867507086419
2024-04-19,54.06864778187832
2024-04-22,54.69684921844661
2024-04-23,54.56687650743248
2024-04-24,54.04698566337596
2024-04-25,54.11197201888302
2024-04-26,54.02532354487361
2024-04-29,54.11197201888302
2024-04-30,53.50543270081709
2024-05-01,52.03240864265694
2024-05-02,51.88077381314045
2024-05-03,51.68581474661926
2024-05-06,52.57396160521582
2024-05-07,52.63894796072289
2024-05-08,52.74725855323465
2024-05-09,52.55229948671346
2024-05-10,51.144261784060376
2024-05-13,51.29589661357687
2024-05-14,50.73268153251564
2024-05-15,50.7976678880227
2024-05-16,51.51251779860041
2024-05-17,53.13717668627704
2024-05-20,52.98554185676056
2024-05-21,52.50897524970875
2024-05-22,50.64603305850621
2024-05-23,50.53772246599444
2024-05-24,50.60270882150149
2024-05-28,52.01074652415458
2024-05-29,50.970964836041546
2024-05-30,49.69289984440259
2024-05-31,49.62791348889552
2024-06-03,47.87328189020476
2024-06-04,48.17655154923773
2024-06-05,48.56646968228012
2024-06-06,49.779548318412
2024-06-07,49.67123772590024
2024-06-10,51.07927542855331
2024-06-11,51.36088296908393
2024-06-12,51.44753144309335
2024-06-13,52.61728584222052
2024-06-14,52.48731313120639
2024-06-17,52.7255964347323
2024-06-18,53.5920811748265
2024-06-20,53.91701295236182
2024-06-21,53.26714939729118
2024-06-24,53.96033718936654
2024-06-25,53.65706753033356
2024-06-26,53.61374329332886
2024-06-27,53.93867507086419
2024-06-28,53.44044634531002
2024-07-01,55.065105232986646
2024-07-02,55.4766854845314
2024-07-03,56.86306106868212
2024-07-05,55.23840218100549
2024-07-08,54.32859320390658
2024-07-09,53.44044634531002
2024-07-10,53.483770582314726
2024-07-11,53.50543270081709
2024-07-12,52.89889338275115
2024-07-15,52.920555501253496
2024-07-16,52.03240864265694
2024-07-17,52.50897524970875
2024-07-18,52.22736770917813
2024-07-19,51.16592390256274
2024-07-22,51.36088296908393
2024-07-23,51.20924813956744
2024-07-24,51.144261784060376
2024-07-25,51.64249050961454
2024-07-26,49.99616950343556
2024-07-29,49.12968476334135
2024-07-30,47.89494400870711
2024-07-31,49.38963018536961
2024-08-01,49.60625137039317
2024-08-02,47.44003952015765
2024-08-05,46.96347291310585
2024-08-06,46.81183808358936
2024-08-07,48.17655154923773
2024-08-08,48.17655154923773
2024-08-09,47.50502587566472
2024-08-12,48.804752985806026
2024-08-13,48.26320002324716
2024-08-14,47.76497129769298
2024-08-15,48.393172734261285
2024-08-16,47.72164706068826
2024-08-19,46.14031241001635
2024-08-20,46.14031241001635
2024-08-21,45.77205639547631
2024-08-22,46.35693359503991
2024-08-23,46.27028512103048
2024-08-26,47.028459268612906
2024-08-27,45.85870486948574
2024-08-28,45.1005307219033
2024-08-29,46.5952168985658
2024-08-30,46.07532605450928
2024-09-03,44.36401869282323
2024-09-04,43.410885478719614
2024-09-05,43.865789967269066
2024-09-06,42.82600827915602
2024-09-09,43.30257488620784
2024-09-10,41.76456447254062
2024-09-11,42.32777955360185
2024-09-12,42.696035568141895
2024-09-13,41.61292964302413
2024-09-16,41.786226591042976
2024-09-17,42.739359805146606
2024-09-18,42.45775226461598
2024-09-19,43.47587183422668
2024-09-20,43.47587183422668
