src_iata,dst_iata,src_city,dst_city,distance_km,seats,load_factor,pax_onboard,avg_fare_inr,ancillary_inr,revenue_per_flight,fuel_liters_per_flight,fuel_cost_inr,fixed_cost_inr,total_cost_inr,margin_per_flight,margin_per_pax
MAA,PNQ,Madras,Pune,912.9,78,0.72,56,3000.0,400.0,190400.0,2136.19,88337.83136304918,250000.0,338337.83136304916,-147937.83136304916,-2641.7469886258777
MAA,TRV,Madras,Trivandrum,614.2,78,0.72,56,3000.0,400.0,190400.0,1437.23,59433.749511941896,250000.0,309433.7495119419,-119033.74951194192,-2125.602669856106
MAA,VTZ,Madras,Vishakhapatnam,619.7,78,0.72,56,3000.0,400.0,190400.0,1450.1,59965.96241886611,250000.0,309965.9624188661,-119565.96241886611,-2135.1064717654663
NAG,BLR,Nagpur,Bangalore,889.3,78,0.72,56,3000.0,400.0,190400.0,2080.96,86053.90604452357,250000.0,336053.9060445236,-145653.90604452358,-2600.962607937921
NAG,BOM,Nagpur,Mumbai,682.6,78,0.72,56,3000.0,400.0,190400.0,1597.28,66052.29463651229,250000.0,316052.2946365123,-125652.29463651229,-2243.7909756520053
NAG,CCU,Nagpur,Kolkata,985.2,78,0.72,56,3000.0,400.0,190400.0,2305.37,95333.92923355725,250000.0,345333.92923355725,-154933.92923355725,-2766.677307742094
NAG,DEL,Nagpur,Delhi,853.9,78,0.72,56,3000.0,400.0,190400.0,1998.13,82628.63836149848,250000.0,332628.6383614985,-142228.63836149848,-2539.797113598187
NAG,IDR,Nagpur,Indore,380.7,78,0.72,56,3000.0,400.0,190400.0,890.84,36838.89246343196,250000.0,286838.892463432,-96438.89246343198,-1722.1230797041426
NAG,PNQ,Nagpur,Pune,604.5,78,0.72,56,3000.0,400.0,190400.0,1414.53,58495.03677012529,250000.0,308495.03677012527,-118095.03677012527,-2108.8399423236656
PAT,CCU,Patina,Kolkata,472.0,78,0.72,56,3000.0,400.0,190400.0,1104.48,45673.544012405524,250000.0,295673.5440124055,-105273.5440124055,-1879.8847145072411
PAT,DEL,Patina,Delhi,856.7,78,0.72,56,3000.0,400.0,190400.0,2004.68,82899.500408146,250000.0,332899.500408146,-142499.500408146,-2544.63393585975
PAT,IXR,Patina,Ranchi,254.3,78,0.72,56,3000.0,400.0,190400.0,595.06,24607.5067905458,250000.0,274607.5067905458,-84207.50679054583,-1503.705478402604
PAT,LKO,Patina,Lucknow,438.7,78,0.72,56,3000.0,400.0,190400.0,1026.56,42451.31948190552,250000.0,292451.31948190555,-102051.31948190555,-1822.3449907483134
PNQ,AMD,Pune,Ahmedabad,517.4,78,0.72,56,3000.0,400.0,190400.0,1210.72,50066.88505604412,250000.0,300066.8850560441,-109666.88505604409,-1958.3372331436444
PNQ,BLR,Pune,Bangalore,722.7,78,0.72,56,3000.0,400.0,190400.0,1691.12,69932.85867581054,250000.0,319932.8586758105,-129532.85867581051,-2313.0867620680447
PNQ,CCU,Pune,Kolkata,1577.3,78,0.72,56,3000.0,400.0,190400.0,3690.88,152628.90240158924,250000.0,402628.9024015892,-212228.9024015892,-3789.8018285998073
PNQ,DEL,Pune,Delhi,1156.5,78,0.72,56,3000.0,400.0,190400.0,2706.21,111909.85942870124,250000.0,361909.8594287012,-171509.85942870122,-3062.6760612268076
PNQ,MAA,Pune,Madras,912.9,78,0.72,56,3000.0,400.0,190400.0,2136.19,88337.83136304918,250000.0,338337.83136304916,-147937.83136304916,-2641.7469886258777
PNQ,NAG,Pune,Nagpur,604.5,78,0.72,56,3000.0,400.0,190400.0,1414.53,58495.03677012529,250000.0,308495.03677012527,-118095.03677012527,-2108.8399423236656
RPR,CCU,Raipur,Kolkata,711.0,78,0.72,56,3000.0,400.0,190400.0,1663.74,68800.61396783967,250000.0,318800.6139678397,-128400.61396783969,-2292.868106568566
RPR,DEL,Raipur,Delhi,944.8,78,0.72,56,3000.0,400.0,190400.0,2210.83,91424.4181053043,250000.0,341424.4181053043,-151024.4181053043,-2696.864609023291
RPR,IDR,Raipur,Indore,635.8,78,0.72,56,3000.0,400.0,190400.0,1487.77,61523.72933447103,250000.0,311523.72933447105,-121123.72933447105,-2162.9237381155544
SXR,BOM,Srinagar,Mumbai,1667.3,78,0.72,56,3000.0,400.0,190400.0,3901.48,161337.840878531,250000.0,411337.840878531,-220937.840878531,-3945.3185871166247
SXR,DEL,Srinagar,Delhi,642.0,78,0.72,56,3000.0,400.0,190400.0,1502.28,62123.76113551768,250000.0,312123.7611355177,-121723.76113551768,-2173.6385917056728
SXR,IXJ,Srinagar,Jammu,144.5,78,0.72,56,3000.0,400.0,190400.0,338.13,13982.684554645333,250000.0,263982.6845546453,-73582.68455464533,-1313.976509904381
TRV,BLR,Trivandrum,Bangalore,531.3,78,0.72,56,3000.0,400.0,190400.0,1243.24,51411.684102910905,250000.0,301411.6841029109,-111011.68410291092,-1982.351501837695
TRV,BOM,Trivandrum,Mumbai,1257.7,78,0.72,56,3000.0,400.0,190400.0,2943.02,121702.65962207527,250000.0,371702.65962207527,-181302.65962207527,-3237.547493251344
TRV,COK,Trivandrum,Kochi,194.2,78,0.72,56,3000.0,400.0,190400.0,454.43,18792.036619547154,250000.0,268792.0366195472,-78392.03661954717,-1399.857796777628
TRV,MAA,Trivandrum,Madras,614.2,78,0.72,56,3000.0,400.0,190400.0,1437.23,59433.749511941896,250000.0,309433.7495119419,-119033.74951194192,-2125.602669856106
VNS,DEL,Varanasi,Delhi,667.0,78,0.72,56,3000.0,400.0,190400.0,1560.78,64542.91071244593,250000.0,314542.9107124459,-124142.91071244591,-2216.837691293677
VTZ,BBI,Vishakhapatnam,Bhubaneswar,391.2,78,0.72,56,3000.0,400.0,190400.0,915.41,37854.93528574183,250000.0,287854.9352857418,-97454.93528574181,-1740.2667015311038
VTZ,BLR,Vishakhapatnam,Bangalore,776.2,78,0.72,56,3000.0,400.0,190400.0,1816.31,75109.83877043701,250000.0,325109.838770437,-134709.838770437,-2405.532835186375
VTZ,MAA,Vishakhapatnam,Madras,619.7,78,0.72,56,3000.0,400.0,190400.0,1450.1,59965.96241886611,250000.0,309965.9624188661,-119565.96241886611,-2135.1064717654663
AJL,CCU,Aizwal,Kolkata,446.2,78,0.72,56,3000.0,400.0,190400.0,1044.11,43177.064354983995,250000.0,293177.064354984,-102777.06435498397,-1835.3047206247138
AJL,GAU,Aizwal,Guwahati,272.6,78,0.72,56,3000.0,400.0,190400.0,637.88,26378.241574888845,250000.0,276378.2415748888,-85978.24157488882,-1535.325742408729
ATQ,DEL,Amritsar,Delhi,413.9,78,0.72,56,3000.0,400.0,190400.0,968.53,40051.60580756113,250000.0,290051.60580756114,-99651.60580756114,-1779.492960849306
BHJ,BOM,Bhuj,Mumbai,572.6,78,0.72,56,3000.0,400.0,190400.0,1339.88,55408.036498027956,250000.0,305408.03649802797,-115008.03649802797,-2053.714937464785
BHO,BOM,Bhopal,Mumbai,657.7,78,0.72,56,3000.0,400.0,190400.0,1539.02,63643.06977579706,250000.0,313643.0697757971,-123243.06977579708,-2200.7691031392337
BHO,DEL,Bhopal,Delhi,587.5,78,0.72,56,3000.0,400.0,190400.0,1374.75,56850.015057814075,250000.0,306850.0150578141,-116450.01505781407,-2079.4645546038228
BHU,BOM,Bhaunagar,Mumbai,304.6,78,0.72,56,3000.0,400.0,190400.0,712.76,29474.753033357018,250000.0,279474.75303335703,-89074.75303335703,-1590.6205898813755
BLR,CJB,Bangalore,Coimbatore,251.6,78,0.72,56,3000.0,400.0,190400.0,588.74,24346.15593026911,250000.0,274346.1559302691,-83946.1559302691,-1499.0384987548055
BLR,IDR,Bangalore,Indore,1078.0,78,0.72,56,3000.0,400.0,190400.0,2522.52,104313.7297571465,250000.0,354313.7297571465,-163913.7297571465,-2927.030888520473
BLR,IXE,Bangalore,Mangalore,306.2,78,0.72,56,3000.0,400.0,190400.0,716.51,29629.82672418575,250000.0,279629.8267241857,-89229.82672418572,-1593.3897629318878
BOM,BHJ,Mumbai,Bhuj,572.6,78,0.72,56,3000.0,400.0,190400.0,1339.88,55408.036498027956,250000.0,305408.03649802797,-115008.03649802797,-2053.714937464785
BOM,BHO,Mumbai,Bhopal,657.7,78,0.72,56,3000.0,400.0,190400.0,1539.02,63643.06977579706,250000.0,313643.0697757971,-123243.06977579708,-2200.7691031392337
BOM,BHU,Mumbai,Bhaunagar,304.6,78,0.72,56,3000.0,400.0,190400.0,712.76,29474.753033357018,250000.0,279474.75303335703,-89074.75303335703,-1590.6205898813755
BOM,CCJ,Mumbai,Calicut,944.2,78,0.72,56,3000.0,400.0,190400.0,2209.43,91366.5239273949,250000.0,341366.5239273949,-150966.52392739488,-2695.8307844177657
BOM,DIU,Mumbai,Diu,272.1,78,0.72,56,3000.0,400.0,190400.0,636.71,26329.858583350284,250000.0,276329.85858335026,-85929.85858335026,-1534.461760416969
BOM,IXE,Mumbai,Mangalore,714.8,78,0.72,56,3000.0,400.0,190400.0,1672.63,69168.24199756433,250000.0,319168.2419975643,-128768.24199756433,-2299.432892813649
BOM,IXU,Mumbai,Aurangabad,278.9,78,0.72,56,3000.0,400.0,190400.0,652.63,26988.198092148534,250000.0,276988.1980921485,-86588.19809214852,-1546.2178230740808
BOM,JDH,Mumbai,Jodhpur,796.6,78,0.72,56,3000.0,400.0,190400.0,1864.04,77083.61670730515,250000.0,327083.61670730513,-136683.61670730513,-2440.778869773306
BOM,PNQ,Mumbai,Pune,124.2,78,0.72,56,3000.0,400.0,190400.0,290.63,12018.41780414803,250000.0,262018.41780414802,-71618.41780414802,-1278.9003179312147
BOM,RAJ,Mumbai,Rajkot,418.8,78,0.72,56,3000.0,400.0,190400.0,979.99,40525.511006733745,250000.0,290525.51100673375,-100125.51100673375,-1787.9555536916741
BOM,RPR,Mumbai,Raipur,954.7,78,0.72,56,3000.0,400.0,190400.0,2234.0,92382.56674970478,250000.0,342382.56674970477,-151982.56674970477,-2713.974406244728
BOM,UDR,Mumbai,Udaipur,623.9,78,0.72,56,3000.0,400.0,190400.0,1459.93,60372.4622537585,250000.0,310372.4622537585,-119972.46225375851,-2142.365397388545
BOM,VTZ,Mumbai,Vishakhapatnam,1103.0,78,0.72,56,3000.0,400.0,190400.0,2581.02,106732.87933407477,250000.0,356732.8793340748,-166332.8793340748,-2970.2299881084787
CCJ,BOM,Calicut,Mumbai,944.2,78,0.72,56,3000.0,400.0,190400.0,2209.43,91366.5239273949,250000.0,341366.5239273949,-150966.52392739488,-2695.8307844177657
CCU,AJL,Kolkata,Aizwal,446.2,78,0.72,56,3000.0,400.0,190400.0,1044.11,43177.064354983995,250000.0,293177.064354984,-102777.06435498397,-1835.3047206247138
CCU,IXS,Kolkata,Silchar,525.0,78,0.72,56,3000.0,400.0,190400.0,1228.5,50802.141115493425,250000.0,300802.14111549343,-110402.14111549343,-1971.4668056338112
CCU,IXZ,Kolkata,Port Blair,1306.1,78,0.72,56,3000.0,400.0,190400.0,3056.27,126385.88508510306,250000.0,376385.88508510304,-185985.88508510304,-3321.17651937684
CCU,VNS,Kolkata,Varanasi,646.9,78,0.72,56,3000.0,400.0,190400.0,1513.75,62598.0798645325,250000.0,312598.0798645325,-122198.07986453251,-2182.108569009509
CCU,VTZ,Kolkata,Vishakhapatnam,773.1,78,0.72,56,3000.0,400.0,190400.0,1809.05,74809.61610499259,250000.0,324809.6161049926,-134409.61610499257,-2400.1717161605816
CJB,BLR,Coimbatore,Bangalore,251.6,78,0.72,56,3000.0,400.0,190400.0,588.74,24346.15593026911,250000.0,274346.1559302691,-83946.1559302691,-1499.0384987548055
DED,DEL,Dehra Dun,Delhi,208.5,78,0.72,56,3000.0,400.0,190400.0,487.89,20175.707471581674,250000.0,270175.7074715817,-79775.7074715817,-1424.566204849673
DEL,ATQ,Delhi,Amritsar,413.9,78,0.72,56,3000.0,400.0,190400.0,968.53,40051.60580756113,250000.0,290051.60580756114,-99651.60580756114,-1779.492960849306
DEL,BHO,Delhi,Bhopal,587.5,78,0.72,56,3000.0,400.0,190400.0,1374.75,56850.015057814075,250000.0,306850.0150578141,-116450.01505781407,-2079.4645546038228
DEL,DED,Delhi,Dehra Dun,208.5,78,0.72,56,3000.0,400.0,190400.0,487.89,20175.707471581674,250000.0,270175.7074715817,-79775.7074715817,-1424.566204849673
DEL,GOP,Delhi,Gorakhpur,657.2,78,0.72,56,3000.0,400.0,190400.0,1537.85,63594.6867842585,250000.0,313594.6867842585,-123194.68678425852,-2199.9051211474734
DEL,IXC,Delhi,Chandigarh,236.3,78,0.72,56,3000.0,400.0,190400.0,552.94,22865.71909515746,250000.0,272865.71909515746,-82465.71909515746,-1472.6021266992404
DEL,IXL,Delhi,Leh,620.7,78,0.72,56,3000.0,400.0,190400.0,1452.44,60062.72840194325,250000.0,310062.7284019432,-119662.72840194323,-2136.8344357489864
DEL,JAI,Delhi,Jaipur,231.7,78,0.72,56,3000.0,400.0,190400.0,542.18,22420.76098493954,250000.0,272420.7609849395,-82020.76098493952,-1464.6564461596342
DEL,JDH,Delhi,Jodhpur,475.8,78,0.72,56,3000.0,400.0,190400.0,1113.37,46041.17204213017,250000.0,296041.17204213014,-105641.17204213014,-1886.449500752324
DEL,UDR,Delhi,Udaipur,542.6,78,0.72,56,3000.0,400.0,190400.0,1269.68,52505.05700571404,250000.0,302505.05700571404,-112105.05700571404,-2001.8760179591793
DIU,PBD,Diu,Porbandar,167.3,78,0.72,56,3000.0,400.0,190400.0,391.48,16188.866262835465,250000.0,266188.86626283545,-75788.86626283545,-1353.3726118363472
GAU,AJL,Guwahati,Aizwal,272.6,78,0.72,56,3000.0,400.0,190400.0,637.88,26378.241574888845,250000.0,276378.2415748888,-85978.24157488882,-1535.325742408729
GAU,DIB,Guwahati,Mohanbari,373.4,78,0.72,56,3000.0,400.0,190400.0,873.76,36132.58349293735,250000.0,286132.5834929374,-95732.58349293738,-1709.510419516739
GAU,IXS,Guwahati,Silchar,192.7,78,0.72,56,3000.0,400.0,190400.0,450.92,18646.88764493146,250000.0,268646.88764493144,-78246.88764493144,-1397.2658508023471
GOI,MAA,Goa,Madras,733.1,78,0.72,56,3000.0,400.0,190400.0,1715.45,70938.97678190737,250000.0,320938.9767819074,-130538.97678190737,-2331.0531568197744
GOP,DEL,Gorakhpur,Delhi,657.2,78,0.72,56,3000.0,400.0,190400.0,1537.85,63594.6867842585,250000.0,313594.6867842585,-123194.68678425852,-2199.9051211474734
IDR,BLR,Indore,Bangalore,1078.0,78,0.72,56,3000.0,400.0,190400.0,2522.52,104313.7297571465,250000.0,354313.7297571465,-163913.7297571465,-2927.030888520473
IDR,PNQ,Indore,Pune,500.2,78,0.72,56,3000.0,400.0,190400.0,1170.47,48402.42744114904,250000.0,298402.427441149,-108002.42744114902,-1928.614775734804
IXC,DEL,Chandigarh,Delhi,236.3,78,0.72,56,3000.0,400.0,190400.0,552.94,22865.71909515746,250000.0,272865.71909515746,-82465.71909515746,-1472.6021266992404
IXE,BLR,Mangalore,Bangalore,306.2,78,0.72,56,3000.0,400.0,190400.0,716.51,29629.82672418575,250000.0,279629.8267241857,-89229.82672418572,-1593.3897629318878
IXE,BOM,Mangalore,Mumbai,714.8,78,0.72,56,3000.0,400.0,190400.0,1672.63,69168.24199756433,250000.0,319168.2419975643,-128768.24199756433,-2299.432892813649
IXL,DEL,Leh,Delhi,620.7,78,0.72,56,3000.0,400.0,190400.0,1452.44,60062.72840194325,250000.0,310062.7284019432,-119662.72840194323,-2136.8344357489864
IXM,MAA,Madurai,Madras,417.5,78,0.72,56,3000.0,400.0,190400.0,976.95,40399.79793470192,250000.0,290399.7979347019,-99999.7979347019,-1785.7106774053912
IXS,CCU,Silchar,Kolkata,525.0,78,0.72,56,3000.0,400.0,190400.0,1228.5,50802.141115493425,250000.0,300802.14111549343,-110402.14111549343,-1971.4668056338112
IXS,GAU,Silchar,Guwahati,192.7,78,0.72,56,3000.0,400.0,190400.0,450.92,18646.88764493146,250000.0,268646.88764493144,-78246.88764493144,-1397.2658508023471
IXU,BOM,Aurangabad,Mumbai,278.9,78,0.72,56,3000.0,400.0,190400.0,652.63,26988.198092148534,250000.0,276988.1980921485,-86588.19809214852,-1546.2178230740808
IXZ,CCU,Port Blair,Kolkata,1306.1,78,0.72,56,3000.0,400.0,190400.0,3056.27,126385.88508510306,250000.0,376385.88508510304,-185985.88508510304,-3321.17651937684
IXZ,MAA,Port Blair,Madras,1372.6,78,0.72,56,3000.0,400.0,190400.0,3211.88,132820.82295973224,250000.0,382820.82295973226,-192420.82295973226,-3436.0861242809333
JAI,DEL,Jaipur,Delhi,231.7,78,0.72,56,3000.0,400.0,190400.0,542.18,22420.76098493954,250000.0,272420.7609849395,-82020.76098493952,-1464.6564461596342
JDH,BOM,Jodhpur,Mumbai,796.6,78,0.72,56,3000.0,400.0,190400.0,1864.04,77083.61670730515,250000.0,327083.61670730513,-136683.61670730513,-2440.778869773306
JDH,DEL,Jodhpur,Delhi,475.8,78,0.72,56,3000.0,400.0,190400.0,1113.37,46041.17204213017,250000.0,296041.17204213014,-105641.17204213014,-1886.449500752324
MAA,GOI,Madras,Goa,733.1,78,0.72,56,3000.0,400.0,190400.0,1715.45,70938.97678190737,250000.0,320938.9767819074,-130538.97678190737,-2331.0531568197744
MAA,IXM,Madras,Madurai,417.5,78,0.72,56,3000.0,400.0,190400.0,976.95,40399.79793470192,250000.0,290399.7979347019,-99999.7979347019,-1785.7106774053912
MAA,IXZ,Madras,Port Blair,1372.6,78,0.72,56,3000.0,400.0,190400.0,3211.88,132820.82295973224,250000.0,382820.82295973226,-192420.82295973226,-3436.0861242809333
MAA,TRZ,Madras,Tiruchirappalli,294.0,78,0.72,56,3000.0,400.0,190400.0,687.96,28449.19902467632,250000.0,278449.19902467635,-88049.19902467635,-1572.307125440649
PBD,BOM,Porbandar,Mumbai,439.3,78,0.72,56,3000.0,400.0,190400.0,1027.96,42509.213659814915,250000.0,292509.2136598149,-102109.21365981491,-1823.3788153538376
PNQ,BOM,Pune,Mumbai,124.2,78,0.72,56,3000.0,400.0,190400.0,290.63,12018.41780414803,250000.0,262018.41780414802,-71618.41780414802,-1278.9003179312147
PNQ,IDR,Pune,Indore,500.2,78,0.72,56,3000.0,400.0,190400.0,1170.47,48402.42744114904,250000.0,298402.427441149,-108002.42744114902,-1928.614775734804
RAJ,BOM,Rajkot,Mumbai,418.8,78,0.72,56,3000.0,400.0,190400.0,979.99,40525.511006733745,250000.0,290525.51100673375,-100125.51100673375,-1787.9555536916741
RPR,BHO,Raipur,Bhopal,510.0,78,0.72,56,3000.0,400.0,190400.0,1193.4,49350.651369336476,250000.0,299350.65136933647,-108950.65136933647,-1945.5473458810084
RPR,BOM,Raipur,Mumbai,954.7,78,0.72,56,3000.0,400.0,190400.0,2234.0,92382.56674970478,250000.0,342382.56674970477,-151982.56674970477,-2713.974406244728
TRZ,MAA,Tiruchirappalli,Madras,294.0,78,0.72,56,3000.0,400.0,190400.0,687.96,28449.19902467632,250000.0,278449.19902467635,-88049.19902467635,-1572.307125440649
UDR,BOM,Udaipur,Mumbai,623.9,78,0.72,56,3000.0,400.0,190400.0,1459.93,60372.4622537585,250000.0,310372.4622537585,-119972.46225375851,-2142.365397388545
UDR,DEL,Udaipur,Delhi,542.6,78,0.72,56,3000.0,400.0,190400.0,1269.68,52505.05700571404,250000.0,302505.05700571404,-112105.05700571404,-2001.8760179591793
VNS,CCU,Varanasi,Kolkata,646.9,78,0.72,56,3000.0,400.0,190400.0,1513.75,62598.0798645325,250000.0,312598.0798645325,-122198.07986453251,-2182.108569009509
VTZ,BOM,Vishakhapatnam,Mumbai,1103.0,78,0.72,56,3000.0,400.0,190400.0,2581.02,106732.87933407477,250000.0,356732.8793340748,-166332.8793340748,-2970.2299881084787
VTZ,CCU,Vishakhapatnam,Kolkata,773.1,78,0.72,56,3000.0,400.0,190400.0,1809.05,74809.61610499259,250000.0,324809.6161049926,-134409.61610499257,-2400.1717161605816
AGR,BOM,Agra,Mumbai,1036.9,78,0.72,56,3000.0,400.0,190400.0,2426.35,100336.81326461333,250000.0,350336.81326461333,-159936.81326461333,-2856.014522582381
AGR,HJR,Agra,Khajuraho,325.4,78,0.72,56,3000.0,400.0,190400.0,761.44,31487.816305235097,250000.0,281487.8163052351,-91087.81630523509,-1626.5681483077694
AGX,COK,Agatti Island,Kochi,468.0,78,0.72,56,3000.0,400.0,190400.0,1095.12,45286.480080097,250000.0,295286.480080097,-104886.48008009698,-1872.9728585731605
AJL,IMF,Aizwal,Imphal,164.9,78,0.72,56,3000.0,400.0,190400.0,385.87,15956.876021355678,250000.0,265956.8760213557,-75556.87602135568,-1349.22992895278
BBI,IXZ,Bhubaneswar,Port Blair,1208.3,78,0.72,56,3000.0,400.0,190400.0,2827.42,116922.25464612815,250000.0,366922.25464612816,-176522.25464612816,-3152.18311868086
BOM,AGR,Mumbai,Agra,1036.9,78,0.72,56,3000.0,400.0,190400.0,2426.35,100336.81326461333,250000.0,350336.81326461333,-159936.81326461333,-2856.014522582381
BOM,GWL,Mumbai,Gwalior,971.3,78,0.72,56,3000.0,400.0,190400.0,2272.84,93988.71665684826,250000.0,343988.71665684826,-153588.71665684826,-2742.655654586576
BOM,IXD,Mumbai,Allahabad,1153.1,78,0.72,56,3000.0,400.0,190400.0,2698.25,111580.6896743021,250000.0,361580.6896743021,-171180.68967430212,-3056.798029898252
BOM,JGA,Mumbai,Jamnagar,478.6,78,0.72,56,3000.0,400.0,190400.0,1119.92,46312.0340887777,250000.0,296312.0340887777,-105912.03408877773,-1891.286323013888
BOM,VNS,Mumbai,Varanasi,1247.3,78,0.72,56,3000.0,400.0,190400.0,2918.68,120696.12798613623,250000.0,370696.12798613624,-180296.12798613624,-3219.573714038147
CCJ,CJB,Calicut,Coimbatore,119.3,78,0.72,56,3000.0,400.0,190400.0,279.16,11544.099075133208,250000.0,261544.0990751332,-71144.09907513321,-1270.4303406273789
CCJ,COK,Calicut,Kochi,119.9,78,0.72,56,3000.0,400.0,190400.0,280.57,11602.406782884811,250000.0,261602.40678288482,-71202.40678288482,-1271.4715496943718
CCU,DMU,Kolkata,Dimapur,648.1,78,0.72,56,3000.0,400.0,190400.0,1516.55,62713.86822035129,250000.0,312713.8682203513,-122313.86822035129,-2184.176218220559
CCU,SHL,Kolkata,Shillong,493.2,78,0.72,56,3000.0,400.0,190400.0,1154.09,47725.065559609124,250000.0,297725.0655596091,-107325.0655596091,-1916.5190278501625
CJB,CCJ,Coimbatore,Calicut,119.3,78,0.72,56,3000.0,400.0,190400.0,279.16,11544.099075133208,250000.0,261544.0990751332,-71144.09907513321,-1270.4303406273789
COK,AGX,Kochi,Agatti Island,468.0,78,0.72,56,3000.0,400.0,190400.0,1095.12,45286.480080097,250000.0,295286.480080097,-104886.48008009698,-1872.9728585731605
COK,CCJ,Kochi,Calicut,119.9,78,0.72,56,3000.0,400.0,190400.0,280.57,11602.406782884811,250000.0,261602.40678288482,-71202.40678288482,-1271.4715496943718
DED,LKO,Dehra Dun,Lucknow,464.2,78,0.72,56,3000.0,400.0,190400.0,1086.23,44918.85205037235,250000.0,294918.85205037234,-104518.85205037234,-1866.4080723280774
DEL,DHM,Delhi,Kangra,408.2,78,0.72,56,3000.0,400.0,190400.0,955.19,39499.95699805305,250000.0,289499.95699805307,-99099.95699805307,-1769.6420892509475
DEL,IXD,Delhi,Allahabad,575.5,78,0.72,56,3000.0,400.0,190400.0,1346.67,55688.823260888516,250000.0,305688.8232608885,-115288.82326088852,-2058.7289868015805
DEL,IXU,Delhi,Aurangabad,983.1,78,0.72,56,3000.0,400.0,190400.0,2300.45,95130.47255118995,250000.0,345130.47255118995,-154730.47255118995,-2763.0441526998206
DEL,JLR,Delhi,Jabalpur,667.8,78,0.72,56,3000.0,400.0,190400.0,1562.65,64620.2407929392,250000.0,314620.2407929392,-124220.2407929392,-2218.2185855882003
DEL,\N,Delhi,Kanpur,399.1,78,0.72,56,3000.0,400.0,190400.0,933.89,38619.13843414583,250000.0,288619.13843414583,-98219.13843414583,-1753.9131863240327
DEL,KUU,Delhi,Kulu,368.1,78,0.72,56,3000.0,400.0,190400.0,861.35,35619.3929587548,250000.0,285619.3929587548,-95219.39295875479,-1700.346302834907
DEL,LUH,Delhi,Ludhiaha,277.6,78,0.72,56,3000.0,400.0,190400.0,649.58,26862.0714902745,250000.0,276862.0714902745,-86462.07149027451,-1543.9655623263304
DEL,STV,Delhi,Surat,938.0,78,0.72,56,3000.0,400.0,190400.0,2194.92,90766.49212634827,250000.0,340766.49212634825,-150366.49212634825,-2685.1159308276474
DEL,VTZ,Delhi,Vishakhapatnam,1358.0,78,0.72,56,3000.0,400.0,190400.0,3177.72,131408.205018743,250000.0,381408.205018743,-191008.205018743,-3410.860803906125
DHM,DEL,Kangra,Delhi,408.2,78,0.72,56,3000.0,400.0,190400.0,955.19,39499.95699805305,250000.0,289499.95699805307,-99099.95699805307,-1769.6420892509475
DIB,DMU,Mohanbari,Dimapur,216.7,78,0.72,56,3000.0,400.0,190400.0,507.08,20969.271238782585,250000.0,270969.27123878256,-80569.27123878256,-1438.7369864068314
DMU,CCU,Dimapur,Kolkata,648.1,78,0.72,56,3000.0,400.0,190400.0,1516.55,62713.86822035129,250000.0,312713.8682203513,-122313.86822035129,-2184.176218220559
DMU,DIB,Dimapur,Mohanbari,216.7,78,0.72,56,3000.0,400.0,190400.0,507.08,20969.271238782585,250000.0,270969.27123878256,-80569.27123878256,-1438.7369864068314
GOI,PNQ,Goa,Pune,356.1,78,0.72,56,3000.0,400.0,190400.0,833.27,34458.20116182923,250000.0,284458.20116182923,-94058.20116182923,-1679.610735032665
GWL,BOM,Gwalior,Mumbai,971.3,78,0.72,56,3000.0,400.0,190400.0,2272.84,93988.71665684826,250000.0,343988.71665684826,-153588.71665684826,-2742.655654586576
HJR,VNS,Khajuraho,Varanasi,304.3,78,0.72,56,3000.0,400.0,190400.0,712.06,29445.805944402317,250000.0,279445.8059444023,-89045.8059444023,-1590.1036775786124
IMF,AJL,Imphal,Aizwal,164.9,78,0.72,56,3000.0,400.0,190400.0,385.87,15956.876021355678,250000.0,265956.8760213557,-75556.87602135568,-1349.22992895278
IMF,IXS,Imphal,Silchar,94.2,78,0.72,56,3000.0,400.0,190400.0,220.43,9115.438311834121,250000.0,259115.43831183412,-68715.43831183412,-1227.0613984256092
IXD,BOM,Allahabad,Mumbai,1153.1,78,0.72,56,3000.0,400.0,190400.0,2698.25,111580.6896743021,250000.0,361580.6896743021,-171180.68967430212,-3056.798029898252
IXD,DEL,Allahabad,Delhi,575.5,78,0.72,56,3000.0,400.0,190400.0,1346.67,55688.823260888516,250000.0,305688.8232608885,-115288.82326088852,-2058.7289868015805
IXJ,IXL,Jammu,Leh,298.5,78,0.72,56,3000.0,400.0,190400.0,698.49,28884.645948523408,250000.0,278884.6459485234,-88484.64594852342,-1580.0829633664896
IXL,IXJ,Leh,Jammu,298.5,78,0.72,56,3000.0,400.0,190400.0,698.49,28884.645948523408,250000.0,278884.6459485234,-88484.64594852342,-1580.0829633664896
IXL,SXR,Leh,Srinagar,255.9,78,0.72,56,3000.0,400.0,190400.0,598.81,24762.580481374534,250000.0,274762.5804813745,-84362.58048137452,-1506.4746514531164
IXS,IMF,Silchar,Imphal,94.2,78,0.72,56,3000.0,400.0,190400.0,220.43,9115.438311834121,250000.0,259115.43831183412,-68715.43831183412,-1227.0613984256092
IXU,DEL,Aurangabad,Delhi,983.1,78,0.72,56,3000.0,400.0,190400.0,2300.45,95130.47255118995,250000.0,345130.47255118995,-154730.47255118995,-2763.0441526998206
IXZ,DEL,Port Blair,Delhi,2485.0,78,0.72,56,3000.0,400.0,190400.0,5814.9,240463.46794666888,250000.0,490463.46794666885,-300063.46794666885,-5358.276213333373
