src_iata,dst_iata,src_city,dst_city,distance_km,seats,load_factor,pax_onboard,avg_fare_inr,ancillary_inr,revenue_per_flight,fuel_liters_per_flight,fuel_cost_inr,fixed_cost_inr,total_cost_inr,margin_per_flight,margin_per_pax
JGA,BOM,Jamnagar,Mumbai,478.6,78,0.72,56,3000.0,400.0,190400.0,1119.92,46312.0340887777,250000.0,296312.0340887777,-105912.03408877773,-1891.286323013888
JLR,DEL,Jabalpur,Delhi,667.8,78,0.72,56,3000.0,400.0,190400.0,1562.65,64620.2407929392,250000.0,314620.2407929392,-124220.2407929392,-2218.2185855882003
\N,DEL,Kanpur,Delhi,399.1,78,0.72,56,3000.0,400.0,190400.0,933.89,38619.13843414583,250000.0,288619.13843414583,-98219.13843414583,-1753.9131863240327
KUU,DEL,Kulu,Delhi,368.1,78,0.72,56,3000.0,400.0,190400.0,861.35,35619.3929587548,250000.0,285619.3929587548,-95219.39295875479,-1700.346302834907
LKO,DED,Lucknow,Dehra Dun,464.2,78,0.72,56,3000.0,400.0,190400.0,1086.23,44918.85205037235,250000.0,294918.85205037234,-104518.85205037234,-1866.4080723280774
LUH,DEL,Ludhiaha,Delhi,277.6,78,0.72,56,3000.0,400.0,190400.0,649.58,26862.0714902745,250000.0,276862.0714902745,-86462.07149027451,-1543.9655623263304
NAG,RPR,Nagpur,Raipur,279.3,78,0.72,56,3000.0,400.0,190400.0,653.56,27026.65636747406,250000.0,277026.65636747406,-86626.65636747406,-1546.9045779906082
PNQ,GOI,Pune,Goa,356.1,78,0.72,56,3000.0,400.0,190400.0,833.27,34458.20116182923,250000.0,284458.20116182923,-94058.20116182923,-1679.610735032665
RPR,VTZ,Raipur,Vishakhapatnam,415.0,78,0.72,56,3000.0,400.0,190400.0,971.1,40157.88297700909,250000.0,290157.8829770091,-99757.88297700911,-1781.3907674465913
SHL,CCU,Shillong,Kolkata,493.2,78,0.72,56,3000.0,400.0,190400.0,1154.09,47725.065559609124,250000.0,297725.0655596091,-107325.0655596091,-1916.5190278501625
STV,DEL,Surat,Delhi,938.0,78,0.72,56,3000.0,400.0,190400.0,2194.92,90766.49212634827,250000.0,340766.49212634825,-150366.49212634825,-2685.1159308276474
SXR,IXL,Srinagar,Leh,255.9,78,0.72,56,3000.0,400.0,190400.0,598.81,24762.580481374534,250000.0,274762.5804813745,-84362.58048137452,-1506.4746514531164
VNS,AGR,Varanasi,Agra,523.7,78,0.72,56,3000.0,400.0,190400.0,1225.46,50676.4280434616,250000.0,300676.4280434616,-110276.42804346158,-1969.2219293475282
VNS,BOM,Varanasi,Mumbai,1247.3,78,0.72,56,3000.0,400.0,190400.0,2918.68,120696.12798613623,250000.0,370696.12798613624,-180296.12798613624,-3219.573714038147
VTZ,DEL,Vishakhapatnam,Delhi,1358.0,78,0.72,56,3000.0,400.0,190400.0,3177.72,131408.205018743,250000.0,381408.205018743,-191008.205018743,-3410.860803906125
IXJ,BOM,Jammu,Mumbai,1525.0,78,0.72,56,3000.0,400.0,190400.0,3568.5,147568.12419262377,250000.0,397568.12419262377,-207168.12419262377,-3699.430789153996
CCJ,IXE,Calicut,Mangalore,233.6,78,0.72,56,3000.0,400.0,190400.0,546.62,22604.368234880763,250000.0,272604.36823488073,-82204.36823488073,-1467.9351470514416
ATQ,BOM,Amritsar,Mumbai,1416.6,78,0.72,56,3000.0,400.0,190400.0,3314.84,137078.52621512595,250000.0,387078.5262151259,-196678.52621512592,-3512.11653955582
ATQ,SXR,Amritsar,Srinagar,253.3,78,0.72,56,3000.0,400.0,190400.0,592.72,24510.740807468675,250000.0,274510.74080746865,-84110.74080746865,-1501.977514419083
BLR,CCJ,Bangalore,Calicut,297.9,78,0.72,56,3000.0,400.0,190400.0,697.09,28826.751770614013,250000.0,278826.751770614,-88426.751770614,-1579.0491387609643
BLR,HBX,Bangalore,Hubli,371.0,78,0.72,56,3000.0,400.0,190400.0,868.14,35900.17972161536,250000.0,285900.17972161534,-95500.17972161534,-1705.3603521717025
BLR,IXG,Bangalore,Belgaum,445.0,78,0.72,56,3000.0,400.0,190400.0,1041.3,43060.862469323,250000.0,293060.862469323,-102660.86246932298,-1833.229686952196
BLR,MYQ,Bangalore,Mysore,156.7,78,0.72,56,3000.0,400.0,190400.0,366.68,15163.312254154767,250000.0,265163.31225415476,-74763.31225415476,-1335.0591473956208
BLR,VGA,Bangalore,Vijayawada,497.6,78,0.72,56,3000.0,400.0,190400.0,1164.38,48150.587767243174,250000.0,298150.58776724315,-107750.58776724315,-1924.1176387007706
BOM,ATQ,Mumbai,Amritsar,1416.6,78,0.72,56,3000.0,400.0,190400.0,3314.84,137078.52621512595,250000.0,387078.5262151259,-196678.52621512592,-3512.11653955582
BOM,HBX,Mumbai,Hubli,476.6,78,0.72,56,3000.0,400.0,190400.0,1115.24,46118.50212262344,250000.0,296118.50212262344,-105718.50212262344,-1887.8303950468471
BOM,JLR,Mumbai,Jabalpur,872.6,78,0.72,56,3000.0,400.0,190400.0,2041.88,84437.83142116705,250000.0,334437.83142116707,-144037.83142116707,-2572.1041325208403
BOM,STV,Mumbai,Surat,225.6,78,0.72,56,3000.0,400.0,190400.0,527.9,21830.24037026372,250000.0,271830.2403702637,-81430.2403702637,-1454.1114351832803
CCJ,BLR,Calicut,Bangalore,297.9,78,0.72,56,3000.0,400.0,190400.0,697.09,28826.751770614013,250000.0,278826.751770614,-88426.751770614,-1579.0491387609643
CCJ,MAA,Calicut,Madras,502.4,78,0.72,56,3000.0,400.0,190400.0,1175.62,48615.395309887164,250000.0,298615.3953098872,-108215.39530988719,-1932.4177733908425
COK,PNQ,Kochi,Pune,974.7,78,0.72,56,3000.0,400.0,190400.0,2280.8,94317.8864112474,250000.0,344317.8864112474,-153917.88641124743,-2748.5336859151325
HBX,BLR,Hubli,Bangalore,371.0,78,0.72,56,3000.0,400.0,190400.0,868.14,35900.17972161536,250000.0,285900.17972161534,-95500.17972161534,-1705.3603521717025
HBX,BOM,Hubli,Mumbai,476.6,78,0.72,56,3000.0,400.0,190400.0,1115.24,46118.50212262344,250000.0,296118.50212262344,-105718.50212262344,-1887.8303950468471
IXC,SXR,Chandigarh,Srinagar,414.2,78,0.72,56,3000.0,400.0,190400.0,969.23,40080.55289651583,250000.0,290080.5528965158,-99680.55289651582,-1780.0098731520682
IXG,BLR,Belgaum,Bangalore,445.0,78,0.72,56,3000.0,400.0,190400.0,1041.3,43060.862469323,250000.0,293060.862469323,-102660.86246932298,-1833.229686952196
JLR,BOM,Jabalpur,Mumbai,872.6,78,0.72,56,3000.0,400.0,190400.0,2041.88,84437.83142116705,250000.0,334437.83142116707,-144037.83142116707,-2572.1041325208403
MAA,CCJ,Madras,Calicut,502.4,78,0.72,56,3000.0,400.0,190400.0,1175.62,48615.395309887164,250000.0,298615.3953098872,-108215.39530988719,-1932.4177733908425
MYQ,BLR,Mysore,Bangalore,156.7,78,0.72,56,3000.0,400.0,190400.0,366.68,15163.312254154767,250000.0,265163.31225415476,-74763.31225415476,-1335.0591473956208
PNQ,COK,Pune,Kochi,974.7,78,0.72,56,3000.0,400.0,190400.0,2280.8,94317.8864112474,250000.0,344317.8864112474,-153917.88641124743,-2748.5336859151325
STV,BOM,Surat,Mumbai,225.6,78,0.72,56,3000.0,400.0,190400.0,527.9,21830.24037026372,250000.0,271830.2403702637,-81430.2403702637,-1454.1114351832803
SXR,ATQ,Srinagar,Amritsar,253.3,78,0.72,56,3000.0,400.0,190400.0,592.72,24510.740807468675,250000.0,274510.74080746865,-84110.74080746865,-1501.977514419083
SXR,IXC,Srinagar,Chandigarh,414.2,78,0.72,56,3000.0,400.0,190400.0,969.23,40080.55289651583,250000.0,290080.5528965158,-99680.55289651582,-1780.0098731520682
VGA,BLR,Vijayawada,Bangalore,497.6,78,0.72,56,3000.0,400.0,190400.0,1164.38,48150.587767243174,250000.0,298150.58776724315,-107750.58776724315,-1924.1176387007706
